sex,month,year,Ageband,type_vax_1,history_covid,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b
1,June,all_years,12-17,Pfizer,0,56,56,56,56,56,56,56,56,56,56,56,0,0,0,0,0,0,0,0,0,0
0,March,all_years,40-49,Moderna,1,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
0,April,all_years,40-49,Moderna,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
0,May,all_years,40-49,Moderna,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,June,all_years,40-49,Moderna,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
0,June,all_years,30-39,Pfizer,1,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0
1,January,all_years,30-39,Pfizer,1,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0
1,February,all_years,30-39,Pfizer,1,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
1,March,all_years,30-39,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,April,all_years,30-39,Pfizer,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
1,May,all_years,30-39,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,June,all_years,30-39,Pfizer,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
0,May,all_years,50-59,Moderna,0,244,244,244,244,244,244,244,244,244,244,244,0,0,0,0,0,0,0,0,0,0
1,February,all_years,40-49,AstraZeneca,0,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0
1,March,all_years,40-49,AstraZeneca,0,157,157,157,157,157,157,157,157,157,157,157,0,0,0,0,0,0,0,0,0,0
1,April,all_years,40-49,AstraZeneca,0,180,180,180,180,180,180,180,180,180,180,180,0,0,0,0,0,0,0,0,0,0
1,May,all_years,40-49,AstraZeneca,0,201,201,201,201,201,201,201,201,201,201,201,0,0,0,0,0,0,0,0,0,0
1,June,all_years,40-49,AstraZeneca,0,270,270,270,270,270,270,270,270,270,270,270,0,0,0,0,0,0,0,0,0,0
1,January,all_years,80+,Pfizer,0,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0
0,May,all_years,50-59,UKN,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
0,June,all_years,50-59,UKN,0,86,86,86,86,86,86,86,86,86,86,86,0,0,0,0,0,0,0,0,0,0
1,April,all_years,70-79,UKN,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
1,May,all_years,70-79,UKN,0,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
1,June,all_years,70-79,UKN,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
1,February,all_years,50-59,Pfizer,0,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0
1,March,all_years,50-59,Pfizer,0,76,76,76,76,76,76,76,76,76,76,76,0,0,0,0,0,0,0,0,0,0
1,April,all_years,50-59,Pfizer,0,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0
1,January,all_years,60-69,Pfizer,0,73,73,73,73,73,73,73,73,73,73,73,0,0,0,0,0,0,0,0,0,0
1,February,all_years,60-69,Pfizer,0,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0
1,March,all_years,60-69,Pfizer,0,155,155,155,155,155,155,155,155,155,155,155,0,0,0,0,0,0,0,0,0,0
1,April,all_years,60-69,Pfizer,0,150,150,150,150,150,150,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0
0,April,all_years,70-79,Pfizer,1,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0
0,May,all_years,70-79,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,June,all_years,70-79,Pfizer,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
0,April,all_years,70-79,UKN,0,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0
0,May,all_years,70-79,UKN,0,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0
0,June,all_years,70-79,UKN,0,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0
1,May,all_years,50-59,Moderna,0,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0
1,June,all_years,50-59,Moderna,0,441,441,441,441,441,441,441,417,441,441,441,0,0,0,0,0,0,0,0,0,0
0,April,all_years,80+,Pfizer,1,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0
0,May,all_years,80+,Pfizer,1,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
0,June,all_years,80+,Pfizer,1,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,March,all_years,80+,Moderna,0,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0
0,April,all_years,80+,Moderna,0,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0
0,May,all_years,80+,Moderna,0,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0
0,June,all_years,80+,Moderna,0,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0
1,April,all_years,60-69,AstraZeneca,0,63,63,63,63,63,63,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0
1,June,all_years,18-24,Pfizer,0,69,69,69,69,69,69,69,69,69,69,69,0,0,0,0,0,0,0,0,0,0
0,May,all_years,60-69,UKN,0,72,72,72,72,72,72,72,72,72,72,72,0,0,0,0,0,0,0,0,0,0
1,June,all_years,40-49,Pfizer,1,57,57,57,57,57,57,57,57,57,57,57,0,0,0,0,0,0,0,0,0,0
1,June,all_years,30-39,Pfizer,0,274,274,274,274,274,274,274,274,274,274,274,0,0,0,0,0,0,0,0,0,0
1,April,all_years,30-39,Pfizer,0,85,85,85,85,85,85,85,85,85,85,85,0,0,0,0,0,0,0,0,0,0
1,May,all_years,30-39,Pfizer,0,168,168,168,168,168,168,168,168,168,168,168,0,0,0,0,0,0,0,0,0,0
0,January,all_years,18-24,Pfizer,0,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0
0,February,all_years,18-24,Pfizer,0,29,29,29,29,29,29,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0
0,March,all_years,18-24,Pfizer,0,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
0,April,all_years,18-24,Pfizer,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,May,all_years,18-24,Pfizer,0,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
1,May,all_years,18-24,Moderna,0,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0
1,June,all_years,18-24,Moderna,0,43,43,43,43,43,43,43,43,43,43,43,0,0,0,0,0,0,0,0,0,0
0,April,all_years,60-69,AstraZeneca,0,113,113,113,113,113,113,113,113,113,113,113,0,0,0,0,0,0,0,0,0,0
0,April,all_years,70-79,Moderna,0,79,79,79,79,79,79,79,79,79,79,79,0,0,0,0,0,0,0,0,0,0
0,May,all_years,70-79,Moderna,0,205,205,205,205,205,205,205,205,205,205,205,0,0,0,0,0,0,0,0,0,0
0,June,all_years,70-79,Moderna,0,200,200,200,200,200,200,200,200,200,200,200,0,0,0,0,0,0,0,0,0,0
1,January,all_years,30-39,Moderna,0,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
1,February,all_years,30-39,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
1,March,all_years,30-39,Moderna,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,April,all_years,30-39,Moderna,0,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
0,March,all_years,70-79,Moderna,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
0,February,all_years,30-39,Pfizer,0,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
0,March,all_years,30-39,Pfizer,0,116,116,116,116,116,116,116,116,116,116,116,0,0,0,0,0,0,0,0,0,0
0,April,all_years,30-39,Pfizer,0,136,136,136,136,136,136,136,136,136,136,136,0,0,0,0,0,0,0,0,0,0
0,May,all_years,30-39,Pfizer,0,189,189,189,189,189,189,189,189,189,189,189,0,0,0,0,0,0,0,0,0,0
1,January,all_years,30-39,Pfizer,0,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0
1,February,all_years,30-39,Pfizer,0,75,75,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0
1,March,all_years,30-39,Pfizer,0,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0
0,February,all_years,25-29,AstraZeneca,0,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0
0,March,all_years,25-29,AstraZeneca,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,April,all_years,25-29,AstraZeneca,0,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0
0,May,all_years,25-29,AstraZeneca,0,61,61,61,61,61,61,61,61,61,61,61,0,0,0,0,0,0,0,0,0,0
0,June,all_years,25-29,AstraZeneca,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
1,April,all_years,50-59,Moderna,0,114,114,114,114,114,114,114,114,114,114,114,0,0,0,0,0,0,0,0,0,0
1,May,all_years,40-49,Moderna,0,143,143,143,143,143,143,143,143,143,143,143,0,0,0,0,0,0,0,0,0,0
1,June,all_years,40-49,Moderna,0,220,220,220,220,220,220,220,220,220,220,220,0,0,0,0,0,0,0,0,0,0
1,May,all_years,40-49,Pfizer,0,104,104,104,104,104,104,104,96,104,104,104,0,0,0,0,0,0,0,0,0,0
0,February,all_years,40-49,AstraZeneca,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
0,March,all_years,40-49,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,April,all_years,40-49,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
0,May,all_years,40-49,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,June,all_years,40-49,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
1,February,all_years,30-39,AstraZeneca,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
1,March,all_years,30-39,AstraZeneca,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,April,all_years,30-39,AstraZeneca,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
0,March,all_years,30-39,AstraZeneca,0,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0
0,April,all_years,30-39,AstraZeneca,0,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0
0,May,all_years,30-39,AstraZeneca,0,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0
0,June,all_years,30-39,AstraZeneca,0,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0
0,January,all_years,30-39,Pfizer,0,54,54,54,54,54,54,54,54,54,54,54,0,0,0,0,0,0,0,0,0,0
0,June,all_years,40-49,Moderna,0,122,122,122,122,122,122,122,122,122,122,122,0,0,0,0,0,0,0,0,0,0
1,June,all_years,50-59,UKN,0,109,109,109,109,109,109,109,109,109,109,109,0,0,0,0,0,0,0,0,0,0
1,April,all_years,70-79,AstraZeneca,1,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0
1,May,all_years,70-79,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,June,all_years,70-79,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
1,January,all_years,50-59,Pfizer,0,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0
0,February,all_years,30-39,AstraZeneca,0,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0
1,February,all_years,70-79,Pfizer,0,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0
1,March,all_years,70-79,Pfizer,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,April,all_years,40-49,Pfizer,1,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0
0,May,all_years,40-49,Pfizer,1,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0
0,June,all_years,40-49,Pfizer,1,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,May,all_years,50-59,Pfizer,1,29,29,29,29,29,29,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0
1,February,all_years,50-59,AstraZeneca,0,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0
1,March,all_years,40-49,Moderna,0,41,41,41,41,41,41,41,41,41,41,41,0,0,0,0,0,0,0,0,0,0
1,April,all_years,40-49,Moderna,0,79,79,79,79,79,79,79,79,79,79,79,0,0,0,0,0,0,0,0,0,0
0,April,all_years,25-29,Pfizer,1,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0
0,May,all_years,25-29,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,June,all_years,25-29,Pfizer,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
1,February,all_years,60-69,Moderna,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
1,January,all_years,50-59,Moderna,0,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0
1,February,all_years,50-59,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
1,March,all_years,50-59,Moderna,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,June,all_years,60-69,UKN,1,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0
1,February,all_years,80+,Pfizer,0,84,84,84,84,84,84,84,84,84,84,84,0,0,0,0,0,0,0,0,0,0
1,May,all_years,25-29,Moderna,0,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0
0,March,all_years,60-69,AstraZeneca,0,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0
0,May,all_years,25-29,Moderna,0,55,55,55,55,55,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0
0,June,all_years,25-29,Moderna,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,January,all_years,60-69,Moderna,0,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
0,February,all_years,60-69,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
1,April,all_years,60-69,Pfizer,1,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0
1,May,all_years,60-69,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,June,all_years,60-69,Pfizer,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
1,May,all_years,30-39,AstraZeneca,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,June,all_years,30-39,AstraZeneca,0,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
0,March,all_years,50-59,Moderna,0,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0
0,April,all_years,50-59,Moderna,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,April,all_years,60-69,AstraZeneca,1,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0
0,May,all_years,60-69,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,June,all_years,60-69,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
0,May,all_years,18-24,Moderna,0,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0
1,January,all_years,25-29,Pfizer,0,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0
1,February,all_years,25-29,Pfizer,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
1,March,all_years,25-29,Pfizer,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,April,all_years,25-29,Pfizer,0,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
0,January,all_years,80+,Pfizer,0,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0
0,May,all_years,60-69,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,June,all_years,60-69,Pfizer,1,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
0,April,all_years,40-49,Moderna,0,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0
0,May,all_years,40-49,Moderna,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,January,all_years,25-29,Pfizer,0,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0
1,March,all_years,40-49,Pfizer,1,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0
1,April,all_years,40-49,Pfizer,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
1,May,all_years,40-49,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,June,all_years,18-24,Pfizer,1,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0
0,February,all_years,25-29,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0
0,March,all_years,25-29,Moderna,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
0,April,all_years,25-29,Moderna,0,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
1,March,all_years,50-59,AstraZeneca,1,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0
1,April,all_years,50-59,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
1,May,all_years,50-59,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,June,all_years,50-59,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
1,February,all_years,40-49,Moderna,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
1,February,all_years,40-49,Pfizer,0,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0
1,March,all_years,40-49,Pfizer,0,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0
1,April,all_years,40-49,Pfizer,0,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,50-59,Pfizer,0,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,50-59,Pfizer,0,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,70-79,Pfizer,0,303,303,303,303,303,303,303,303,303,303,303,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,70-79,Pfizer,0,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,30-39,Moderna,0,293,293,293,293,293,293,293,293,293,293,293,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,80+,Pfizer,0,4210,4210,4210,4210,4210,4210,4210,4210,4210,4210,4210,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,80+,Pfizer,0,5523,5523,5523,5523,5523,5523,5523,5523,5523,5523,5523,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,80+,Pfizer,0,5319,5319,5319,5319,5319,5319,5319,5319,5319,5319,5319,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,80+,Pfizer,0,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,50-59,Pfizer,1,94,94,94,94,94,94,94,94,94,94,94,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,70-79,Pfizer,0,2423,2423,2423,2423,2423,2423,2423,2423,2423,2423,2423,0,0,0,0,0,0,0,0,0,0
both_sexes,January,all_years,50-59,Pfizer,0,170,170,170,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,50-59,Pfizer,0,353,353,353,353,353,353,353,353,353,353,353,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,50-59,Pfizer,0,490,490,490,490,490,490,490,490,490,490,490,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,50-59,Pfizer,0,531,531,531,531,531,531,531,531,531,531,531,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,40-49,Pfizer,0,1570,1570,1570,1570,1570,1570,1570,1523,1570,1570,1570,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,70-79,AstraZeneca,0,110,110,110,110,110,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,70-79,AstraZeneca,0,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,70-79,AstraZeneca,0,2248,2248,2248,2248,2248,2248,2248,2248,2248,2248,2248,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,70-79,AstraZeneca,0,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,60-69,Moderna,0,115,115,115,115,115,115,115,115,115,115,115,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,60-69,Moderna,0,352,352,352,352,352,352,352,352,352,352,352,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,60-69,Moderna,0,653,653,653,653,653,653,653,653,653,653,653,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,60-69,Moderna,0,750,750,750,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,30-39,Moderna,0,89,89,89,89,89,89,89,89,89,89,89,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,60-69,Pfizer,0,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,60-69,Pfizer,0,3538,3538,3538,3538,3538,3538,3538,3538,3538,3538,3538,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,25-29,Moderna,0,116,116,116,116,116,116,116,116,116,116,116,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,50-59,AstraZeneca,0,446,446,446,446,446,446,446,446,446,446,446,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,50-59,AstraZeneca,0,529,529,529,529,529,529,529,529,529,529,529,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,50-59,AstraZeneca,0,612,612,612,612,612,612,612,612,612,612,612,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,50-59,AstraZeneca,0,773,773,773,773,773,773,773,773,773,773,773,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,25-29,Pfizer,0,411,411,411,411,411,411,411,411,411,411,411,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,80+,Pfizer,0,116,116,116,116,116,116,116,116,116,116,116,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,60-69,AstraZeneca,0,789,789,789,789,789,789,789,789,789,789,789,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,60-69,AstraZeneca,0,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,25-29,Pfizer,0,59,59,59,59,59,59,59,59,59,59,59,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,25-29,Pfizer,0,123,123,123,123,123,123,123,123,123,123,123,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,25-29,Pfizer,0,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,25-29,Pfizer,0,137,137,137,137,137,137,137,137,137,137,137,0,0,0,0,0,0,0,0,0,0
both_sexes,January,all_years,60-69,Pfizer,0,166,166,166,166,166,166,166,166,166,166,166,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,60-69,Pfizer,0,292,292,292,292,292,292,292,292,292,292,292,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,60-69,Pfizer,0,426,426,426,426,426,426,426,426,426,426,426,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,60-69,Pfizer,0,463,463,463,463,463,463,463,463,463,463,463,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,30-39,Pfizer,0,723,723,723,723,723,723,723,723,723,723,723,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,60-69,UKN,0,380,380,380,380,380,380,380,380,380,380,380,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,60-69,UKN,0,125,125,125,125,125,125,125,125,125,125,125,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,30-39,Moderna,0,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,30-39,Moderna,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,50-59,Moderna,0,988,988,988,988,988,988,988,964,988,988,988,0,0,0,0,0,0,0,0,0,0
