datasource,week,vx_manufacturer,dose,ageband,COVID,Numerator,IR,lb,ub
TEST,20200907,none,no_dose,0-59,L4,0,0,0,80200.19
TEST,20200914,none,no_dose,0-59,L4,0,0,0,80200.19
TEST,20200921,none,no_dose,0-59,L4,0,0,0,80200.19
TEST,20200928,none,no_dose,0-59,L4,0,0,0,80200.19
TEST,20201005,none,no_dose,0-59,L4,0,0,0,80200.19
TEST,20201012,none,no_dose,0-59,L4,0,0,0,80200.19
TEST,20201019,none,no_dose,0-59,L4,0,0,0,80295.78
TEST,20201026,none,no_dose,0-59,L4,0,0,0,80680.43
TEST,20201102,none,no_dose,0-59,L4,0,0,0,80874.14
TEST,20201109,none,no_dose,0-59,L4,0,0,0,80874.14
TEST,20201116,none,no_dose,0-59,L4,0,0,0,80874.14
TEST,20201123,none,no_dose,0-59,L4,0,0,0,80874.14
TEST,20201130,none,no_dose,0-59,L4,0,0,0,81117.59
TEST,20201207,none,no_dose,0-59,L4,0,0,0,81807.12
TEST,20201214,none,no_dose,0-59,L4,0,0,0,82256.61
TEST,20201221,none,no_dose,0-59,L4,0,0,0,82508.46
TEST,20201228,none,no_dose,0-59,L4,0,0,0,82609.64
TEST,20210104,none,no_dose,0-59,L4,0,0,0,82761.87
TEST,20210104,Pfizer,1,0-59,L4,0,0,0,44912107.35
TEST,20210111,none,no_dose,0-59,L4,0,0,0,82965.72
TEST,20210111,Pfizer,1,0-59,L4,0,0,0,19248046.01
TEST,20210118,none,no_dose,0-59,L4,0,0,0,82965.72
TEST,20210118,Pfizer,1,0-59,L4,0,0,0,19248046.01
TEST,20210125,none,no_dose,0-59,L4,0,0,0,83016.83
TEST,20210125,Pfizer,1,0-59,L4,0,0,0,19248046.01
TEST,20210201,none,no_dose,0-59,L4,0,0,0,83479.75
TEST,20210201,Pfizer,1,0-59,L4,0,0,0,16842040.26
TEST,20210208,none,no_dose,0-59,L4,0,0,0,84052.6
TEST,20210208,Pfizer,1,0-59,L4,0,0,0,9624023
TEST,20210215,none,no_dose,0-59,L4,0,0,0,84052.6
TEST,20210215,Pfizer,1,0-59,L4,0,0,0,9624023
TEST,20210222,none,no_dose,0-59,L4,0,0,0,84052.6
TEST,20210222,Pfizer,1,0-59,L4,0,0,0,9624023
TEST,20210301,none,no_dose,0-59,L4,0,0,0,84262.87
TEST,20210301,Pfizer,1,0-59,L4,0,0,0,7485351.23
TEST,20210308,none,no_dose,0-59,L4,0,0,0,85222.22
TEST,20210308,Pfizer,1,0-59,L4,0,0,0,4346332.97
TEST,20210315,none,no_dose,0-59,L4,0,0,0,86591.47
TEST,20210315,Pfizer,1,0-59,L4,0,0,0,3133402.84
TEST,20210315,Pfizer,2,0-59,L4,0,0,0,33684080.52
TEST,20210322,none,no_dose,0-59,L4,0,0,0,86982.78
TEST,20210322,Pfizer,1,0-59,L4,0,0,0,2866730.26
TEST,20210322,Pfizer,2,0-59,L4,0,0,0,19248046.01
TEST,20210329,none,no_dose,0-59,L4,0,0,0,87776.11
TEST,20210329,Pfizer,1,0-59,L4,0,0,0,2807006.71
TEST,20210329,Pfizer,2,0-59,L4,0,0,0,10364332.47
TEST,20210329,AstraZeneca,1,0-59,L4,0,0,0,19248046.01
TEST,20210405,none,no_dose,0-59,L4,0,0,0,88293.79
TEST,20210405,Pfizer,1,0-59,L4,0,0,0,2406005.75
TEST,20210405,Pfizer,2,0-59,L4,0,0,0,9624023
TEST,20210405,AstraZeneca,1,0-59,L4,0,0,0,19248046.01
TEST,20200106,none,no_dose,60+,L4,0,0,0,144257.3
TEST,20200113,none,no_dose,60+,L4,0,0,0,144722.15
TEST,20200120,none,no_dose,60+,L4,0,0,0,144722.15
TEST,20200127,none,no_dose,60+,L4,0,0,0,144722.15
TEST,20200203,none,no_dose,60+,L4,0,0,0,144722.15
TEST,20200210,none,no_dose,60+,L4,0,0,0,144722.15
TEST,20200217,none,no_dose,60+,L4,0,0,0,144722.15
TEST,20200224,none,no_dose,60+,L4,0,0,0,144722.15
TEST,20200302,none,no_dose,60+,L4,0,0,0,144722.15
TEST,20200309,none,no_dose,60+,L4,0,0,0,144722.15
TEST,20200316,none,no_dose,60+,L4,0,0,0,145660.89
TEST,20200323,none,no_dose,60+,L4,0,0,0,145818.53
TEST,20200330,none,no_dose,60+,L4,0,0,0,145818.53
TEST,20200406,none,no_dose,60+,L4,0,0,0,146611.88
TEST,20200413,none,no_dose,60+,L4,0,0,0,146931.65
TEST,20200420,none,no_dose,60+,L4,0,0,0,146931.65
TEST,20200427,none,no_dose,60+,L4,0,0,0,147413.92
TEST,20200504,none,no_dose,60+,L4,0,0,0,148061.89
TEST,20200511,none,no_dose,60+,L4,0,0,0,148061.89
TEST,20200518,none,no_dose,60+,L4,0,0,0,148061.89
TEST,20200525,none,no_dose,60+,L4,0,0,0,148061.89
TEST,20200601,none,no_dose,60+,L4,0,0,0,148061.89
TEST,20200608,none,no_dose,60+,L4,0,0,0,148061.89
TEST,20200615,none,no_dose,60+,L4,0,0,0,149044.6
TEST,20200622,none,no_dose,60+,L4,0,0,0,149209.66
TEST,20200629,none,no_dose,60+,L4,0,0,0,149209.66
TEST,20200706,none,no_dose,60+,L4,0,0,0,149707.02
TEST,20200713,none,no_dose,60+,L4,0,0,0,150711.77
TEST,20200720,none,no_dose,60+,L4,0,0,0,151559.42
TEST,20200727,none,no_dose,60+,L4,0,0,0,151559.42
TEST,20200803,none,no_dose,60+,L4,0,0,0,151559.42
TEST,20200810,none,no_dose,60+,L4,0,0,0,151901.15
TEST,20200817,none,no_dose,60+,L4,0,0,0,152762.27
TEST,20200824,none,no_dose,60+,L4,0,0,0,152762.27
TEST,20200831,none,no_dose,60+,L4,0,0,0,152762.27
TEST,20200907,none,no_dose,60+,L4,0,0,0,152762.27
TEST,20200914,none,no_dose,60+,L4,0,0,0,152762.27
TEST,20200921,none,no_dose,60+,L4,0,0,0,152762.27
TEST,20200928,none,no_dose,60+,L4,0,0,0,152762.27
TEST,20201005,none,no_dose,60+,L4,0,0,0,153984.37
TEST,20201012,none,no_dose,60+,L4,0,0,0,154514.13
TEST,20201019,none,no_dose,60+,L4,0,0,0,157586.34
TEST,20201026,none,no_dose,60+,L4,0,0,0,158513.32
TEST,20201102,none,no_dose,60+,L4,0,0,0,159074.76
TEST,20201109,none,no_dose,60+,L4,0,0,0,160019.38
TEST,20201116,none,no_dose,60+,L4,0,0,0,160400.38
TEST,20201123,none,no_dose,60+,L4,0,0,0,160591.56
TEST,20201130,none,no_dose,60+,L4,0,0,0,161748.29
TEST,20201207,none,no_dose,60+,L4,0,0,0,161748.29
TEST,20201214,none,no_dose,60+,L4,0,0,0,161748.29
TEST,20201221,none,no_dose,60+,L4,0,0,0,161748.29
TEST,20201228,none,no_dose,60+,L4,0,0,0,161748.29
TEST,20210104,none,no_dose,60+,L4,0,0,0,161748.29
TEST,20210111,none,no_dose,60+,L4,0,0,0,161748.29
TEST,20210118,none,no_dose,60+,L4,0,0,0,161748.29
TEST,20210125,none,no_dose,60+,L4,0,0,0,161748.29
TEST,20210201,none,no_dose,60+,L4,0,0,0,162528.74
TEST,20210208,none,no_dose,60+,L4,0,0,0,163119.03
TEST,20210215,none,no_dose,60+,L4,0,0,0,164513.21
TEST,20210222,none,no_dose,60+,L4,1,44597.07,1129.1,248478.97
TEST,20210301,none,no_dose,60+,L4,0,0,0,166959.51
TEST,20210308,none,no_dose,60+,L4,0,0,0,168420.4
TEST,20210308,Pfizer,1,60+,L4,0,0,0,26947264.41
TEST,20210315,none,no_dose,60+,L4,0,0,0,168842.51
TEST,20210315,Pfizer,1,60+,L4,0,0,0,19248046.01
TEST,20210322,none,no_dose,60+,L4,0,0,0,168842.51
TEST,20210322,Pfizer,1,60+,L4,0,0,0,19248046.01
TEST,20210329,none,no_dose,60+,L4,0,0,0,170768.47
TEST,20210329,Pfizer,1,60+,L4,0,0,0,13473632.21
TEST,20210329,AstraZeneca,1,60+,L4,0,0,0,134736322.06
TEST,20210405,none,no_dose,60+,L4,0,0,0,175437.92
TEST,20210405,Pfizer,1,60+,L4,0,0,0,5858100.96
TEST,20210405,AstraZeneca,1,60+,L4,0,0,0,19248046.01
TEST,20200106,none,no_dose,18-24,L5,0,0,0,874911.18
TEST,20200106,none,no_dose,40-49,L5,0,0,0,315541.74
TEST,20200106,none,no_dose,80+,L5,0,0,0,520217.46
TEST,20200106,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200106,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200106,none,no_dose,60-69,L5,0,0,0,374267.56
TEST,20200106,none,no_dose,50-59,L5,0,0,0,274972.09
TEST,20200106,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200106,none,no_dose,30-39,L5,0,0,0,447628.98
TEST,20200106,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200106,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200113,none,no_dose,18-24,L5,0,0,0,874911.18
TEST,20200113,none,no_dose,40-49,L5,0,0,0,319280.38
TEST,20200113,none,no_dose,80+,L5,0,0,0,520217.46
TEST,20200113,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200113,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200113,none,no_dose,60-69,L5,0,0,0,377412.67
TEST,20200113,none,no_dose,50-59,L5,0,0,0,274972.09
TEST,20200113,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200113,none,no_dose,30-39,L5,0,0,0,464608.01
TEST,20200113,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200113,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200120,none,no_dose,18-24,L5,0,0,0,874911.18
TEST,20200120,none,no_dose,40-49,L5,0,0,0,320800.77
TEST,20200120,none,no_dose,80+,L5,0,0,0,520217.46
TEST,20200120,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200120,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200120,none,no_dose,60-69,L5,0,0,0,377412.67
TEST,20200120,none,no_dose,50-59,L5,0,0,0,274972.09
TEST,20200120,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200120,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200120,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200120,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200127,none,no_dose,18-24,L5,0,0,0,874911.18
TEST,20200127,none,no_dose,40-49,L5,0,0,0,320800.77
TEST,20200127,none,no_dose,80+,L5,0,0,0,520217.46
TEST,20200127,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200127,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200127,none,no_dose,60-69,L5,0,0,0,377412.67
TEST,20200127,none,no_dose,50-59,L5,0,0,0,274972.09
TEST,20200127,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200127,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200127,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200127,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200203,none,no_dose,18-24,L5,0,0,0,874911.18
TEST,20200203,none,no_dose,40-49,L5,0,0,0,320800.77
TEST,20200203,none,no_dose,80+,L5,0,0,0,520217.46
TEST,20200203,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200203,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200203,none,no_dose,60-69,L5,0,0,0,377412.67
TEST,20200203,none,no_dose,50-59,L5,0,0,0,274972.09
TEST,20200203,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200203,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200203,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200203,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200210,none,no_dose,18-24,L5,0,0,0,874911.18
TEST,20200210,none,no_dose,40-49,L5,0,0,0,326238.07
TEST,20200210,none,no_dose,80+,L5,0,0,0,520217.46
TEST,20200210,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200210,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200210,none,no_dose,60-69,L5,0,0,0,377412.67
TEST,20200210,none,no_dose,50-59,L5,0,0,0,274972.09
TEST,20200210,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200210,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200210,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200210,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200217,none,no_dose,18-24,L5,0,0,0,874911.18
TEST,20200217,none,no_dose,40-49,L5,0,0,0,326238.07
TEST,20200217,none,no_dose,80+,L5,0,0,0,520217.46
TEST,20200217,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200217,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200217,none,no_dose,60-69,L5,0,0,0,377412.67
TEST,20200217,none,no_dose,50-59,L5,0,0,0,274972.09
TEST,20200217,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200217,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200217,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200217,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200224,none,no_dose,18-24,L5,0,0,0,910380.55
TEST,20200224,none,no_dose,40-49,L5,0,0,0,326238.07
TEST,20200224,none,no_dose,80+,L5,0,0,0,520217.46
TEST,20200224,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200224,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200224,none,no_dose,60-69,L5,0,0,0,377412.67
TEST,20200224,none,no_dose,50-59,L5,0,0,0,274972.09
TEST,20200224,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200224,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200224,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200224,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200302,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200302,none,no_dose,40-49,L5,0,0,0,326238.07
TEST,20200302,none,no_dose,80+,L5,0,0,0,520217.46
TEST,20200302,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200302,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200302,none,no_dose,60-69,L5,0,0,0,377412.67
TEST,20200302,none,no_dose,50-59,L5,0,0,0,274972.09
TEST,20200302,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200302,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200302,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200302,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200309,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200309,none,no_dose,40-49,L5,0,0,0,329428.66
TEST,20200309,none,no_dose,80+,L5,0,0,0,520217.46
TEST,20200309,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200309,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200309,none,no_dose,60-69,L5,0,0,0,377412.67
TEST,20200309,none,no_dose,50-59,L5,0,0,0,274972.09
TEST,20200309,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200309,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200309,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200309,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200316,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200316,none,no_dose,40-49,L5,0,0,0,331862.86
TEST,20200316,none,no_dose,80+,L5,0,0,0,520217.46
TEST,20200316,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200316,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200316,none,no_dose,60-69,L5,0,0,0,383864.17
TEST,20200316,none,no_dose,50-59,L5,0,0,0,274972.09
TEST,20200316,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200316,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200316,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200316,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200323,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200323,none,no_dose,40-49,L5,0,0,0,331862.86
TEST,20200323,none,no_dose,80+,L5,0,0,0,520217.46
TEST,20200323,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200323,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200323,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200323,none,no_dose,50-59,L5,0,0,0,274972.09
TEST,20200323,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200323,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200323,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200323,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200330,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200330,none,no_dose,40-49,L5,0,0,0,331862.86
TEST,20200330,none,no_dose,80+,L5,0,0,0,520217.46
TEST,20200330,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200330,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200330,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200330,none,no_dose,50-59,L5,0,0,0,276665.96
TEST,20200330,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200330,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200330,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200330,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200406,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200406,none,no_dose,40-49,L5,0,0,0,331862.86
TEST,20200406,none,no_dose,80+,L5,0,0,0,530457.96
TEST,20200406,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200406,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200406,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200406,none,no_dose,50-59,L5,0,0,0,278957.19
TEST,20200406,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200406,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200406,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200406,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200413,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200413,none,no_dose,40-49,L5,0,0,0,331862.86
TEST,20200413,none,no_dose,80+,L5,0,0,0,534667.94
TEST,20200413,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200413,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200413,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200413,none,no_dose,50-59,L5,0,0,0,278957.19
TEST,20200413,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200413,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200413,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200413,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200420,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200420,none,no_dose,40-49,L5,0,0,0,331862.86
TEST,20200420,none,no_dose,80+,L5,0,0,0,534667.94
TEST,20200420,none,no_dose,70-79,L5,0,0,0,427734.36
TEST,20200420,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200420,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200420,none,no_dose,50-59,L5,0,0,0,278957.19
TEST,20200420,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200420,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200420,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200420,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200427,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200427,none,no_dose,40-49,L5,0,0,0,336000.8
TEST,20200427,none,no_dose,80+,L5,0,0,0,534667.94
TEST,20200427,none,no_dose,70-79,L5,0,0,0,431847.19
TEST,20200427,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200427,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200427,none,no_dose,50-59,L5,0,0,0,278957.19
TEST,20200427,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200427,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200427,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200427,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200504,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200504,none,no_dose,40-49,L5,0,0,0,337685.02
TEST,20200504,none,no_dose,80+,L5,0,0,0,534667.94
TEST,20200504,none,no_dose,70-79,L5,0,0,0,437455.59
TEST,20200504,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200504,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200504,none,no_dose,50-59,L5,0,0,0,278957.19
TEST,20200504,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200504,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200504,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200504,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200511,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200511,none,no_dose,40-49,L5,0,0,0,342840.51
TEST,20200511,none,no_dose,80+,L5,0,0,0,534667.94
TEST,20200511,none,no_dose,70-79,L5,0,0,0,437455.59
TEST,20200511,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200511,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200511,none,no_dose,50-59,L5,0,0,0,278957.19
TEST,20200511,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200511,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200511,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200511,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200518,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200518,none,no_dose,40-49,L5,0,0,0,343715.11
TEST,20200518,none,no_dose,80+,L5,0,0,0,534667.94
TEST,20200518,none,no_dose,70-79,L5,0,0,0,437455.59
TEST,20200518,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200518,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200518,none,no_dose,50-59,L5,0,0,0,278957.19
TEST,20200518,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200518,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200518,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200518,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200525,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200525,none,no_dose,40-49,L5,0,0,0,343715.11
TEST,20200525,none,no_dose,80+,L5,0,0,0,534667.94
TEST,20200525,none,no_dose,70-79,L5,0,0,0,437455.59
TEST,20200525,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200525,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200525,none,no_dose,50-59,L5,0,0,0,278957.19
TEST,20200525,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200525,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200525,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200525,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200601,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200601,none,no_dose,40-49,L5,0,0,0,343715.11
TEST,20200601,none,no_dose,80+,L5,0,0,0,534667.94
TEST,20200601,none,no_dose,70-79,L5,0,0,0,437455.59
TEST,20200601,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200601,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200601,none,no_dose,50-59,L5,0,0,0,278957.19
TEST,20200601,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200601,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200601,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200601,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200608,none,no_dose,18-24,L5,0,0,0,916573.62
TEST,20200608,none,no_dose,40-49,L5,0,0,0,343715.11
TEST,20200608,none,no_dose,80+,L5,0,0,0,534667.94
TEST,20200608,none,no_dose,70-79,L5,0,0,0,437455.59
TEST,20200608,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200608,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200608,none,no_dose,50-59,L5,0,0,0,278957.19
TEST,20200608,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200608,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200608,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200608,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200615,none,no_dose,18-24,L5,0,0,0,955576.75
TEST,20200615,none,no_dose,40-49,L5,0,0,0,343715.11
TEST,20200615,none,no_dose,80+,L5,0,0,0,534667.94
TEST,20200615,none,no_dose,70-79,L5,0,0,0,446146.76
TEST,20200615,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200615,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200615,none,no_dose,50-59,L5,1,76572.33,1938.64,426633.7
TEST,20200615,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200615,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200615,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200615,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200622,none,no_dose,18-24,L5,0,0,0,962402.3
TEST,20200622,none,no_dose,40-49,L5,0,0,0,343715.11
TEST,20200622,none,no_dose,80+,L5,0,0,0,534667.94
TEST,20200622,none,no_dose,70-79,L5,0,0,0,447628.98
TEST,20200622,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200622,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200622,none,no_dose,50-59,L5,0,0,0,284854.8
TEST,20200622,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200622,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200622,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200622,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200629,none,no_dose,18-24,L5,0,0,0,962402.3
TEST,20200629,none,no_dose,40-49,L5,0,0,0,343715.11
TEST,20200629,none,no_dose,80+,L5,0,0,0,534667.94
TEST,20200629,none,no_dose,70-79,L5,0,0,0,447628.98
TEST,20200629,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200629,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200629,none,no_dose,50-59,L5,0,0,0,287284.27
TEST,20200629,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200629,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200629,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200629,none,no_dose,0-4,L5,0,0,0,4812011.5
TEST,20200706,none,no_dose,18-24,L5,0,0,0,962402.3
TEST,20200706,none,no_dose,40-49,L5,0,0,0,343715.11
TEST,20200706,none,no_dose,80+,L5,0,0,0,541109.73
TEST,20200706,none,no_dose,70-79,L5,0,0,0,447628.98
TEST,20200706,none,no_dose,25-29,L5,0,0,0,1480618.92
TEST,20200706,none,no_dose,60-69,L5,0,0,0,384960.92
TEST,20200706,none,no_dose,50-59,L5,0,0,0,287284.27
TEST,20200706,none,no_dose,12-17,L5,0,0,0,874911.18
TEST,20200706,none,no_dose,30-39,L5,0,0,0,469464.54
TEST,20200706,none,no_dose,5-11,L5,0,0,0,1013055.05
TEST,20200706,none,no_dose,0-4,L5,0,0,0,4812011.5
