datasource,week,vx_manufacturer,dose,birth_cohort,percentage,ageband
TEST,20210104,Moderna,1,<1940,0,80+
TEST,20210104,Moderna,1,<1960,0,60+
TEST,20210104,Moderna,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210104,Moderna,2,1940-1949,0,70-79
TEST,20210104,Moderna,2,1950-1959,0,60-69
TEST,20210104,Moderna,2,1960-1969,0,50-59
TEST,20210104,Moderna,2,1970-1979,0,40-49
TEST,20210104,Moderna,2,1980-1989,0,30-39
TEST,20210104,Moderna,2,1990+,0,<30
TEST,20210104,Moderna,2,<1940,0,80+
TEST,20210104,Moderna,2,<1960,0,60+
TEST,20210104,Moderna,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210104,Pfizer,1,1940-1949,1.163,70-79
TEST,20210104,Pfizer,1,1950-1959,9.804,60-69
TEST,20210104,Pfizer,1,1960-1969,6.122,50-59
TEST,20210104,Pfizer,1,1970-1979,4.348,40-49
TEST,20210104,Pfizer,1,1980-1989,21.053,30-39
TEST,20210104,Pfizer,1,1990+,8,<30
TEST,20210104,Pfizer,1,<1940,2.098,80+
TEST,20210104,Pfizer,1,<1960,3.214,60+
TEST,20210104,Pfizer,1,all_birth_cohorts,4.773,all_birth_cohorts
TEST,20210104,Pfizer,2,1940-1949,0,70-79
TEST,20210104,Pfizer,2,1950-1959,0,60-69
TEST,20210104,Pfizer,2,1960-1969,0,50-59
TEST,20210104,Pfizer,2,1970-1979,0,40-49
TEST,20210104,Pfizer,2,1980-1989,0,30-39
TEST,20210104,Pfizer,2,1990+,0,<30
TEST,20210104,Pfizer,2,<1940,0,80+
TEST,20210104,Pfizer,2,<1960,0,60+
TEST,20210104,Pfizer,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210104,UKN,1,1940-1949,0,70-79
TEST,20210104,UKN,1,1950-1959,0,60-69
TEST,20210104,UKN,1,1960-1969,0,50-59
TEST,20210104,UKN,1,1970-1979,0,40-49
TEST,20210104,UKN,1,1980-1989,0,30-39
TEST,20210104,UKN,1,1990+,0,<30
TEST,20210104,UKN,1,<1940,0,80+
TEST,20210104,UKN,1,<1960,0,60+
TEST,20210104,UKN,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210104,UKN,2,1940-1949,0,70-79
TEST,20210104,UKN,2,1950-1959,0,60-69
TEST,20210104,UKN,2,1960-1969,0,50-59
TEST,20210104,UKN,2,1970-1979,0,40-49
TEST,20210104,UKN,2,1980-1989,0,30-39
TEST,20210104,UKN,2,1990+,0,<30
TEST,20210104,UKN,2,<1940,0,80+
TEST,20210104,UKN,2,<1960,0,60+
TEST,20210104,UKN,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210111,AstraZeneca,1,1940-1949,0,70-79
TEST,20210111,AstraZeneca,1,1950-1959,0,60-69
TEST,20210111,AstraZeneca,1,1960-1969,0,50-59
TEST,20210111,AstraZeneca,1,1970-1979,0,40-49
TEST,20210111,AstraZeneca,1,1980-1989,0,30-39
TEST,20210111,AstraZeneca,1,1990+,0,<30
TEST,20210111,AstraZeneca,1,<1940,0,80+
TEST,20210111,AstraZeneca,1,<1960,0,60+
TEST,20210111,AstraZeneca,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210111,AstraZeneca,2,1940-1949,0,70-79
TEST,20210111,AstraZeneca,2,1950-1959,0,60-69
TEST,20210111,AstraZeneca,2,1960-1969,0,50-59
TEST,20210111,AstraZeneca,2,1970-1979,0,40-49
TEST,20210111,AstraZeneca,2,1980-1989,0,30-39
TEST,20210111,AstraZeneca,2,1990+,0,<30
TEST,20210111,AstraZeneca,2,<1940,0,80+
TEST,20210111,AstraZeneca,2,<1960,0,60+
TEST,20210111,AstraZeneca,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210111,J&J,1,1940-1949,0,70-79
TEST,20210111,J&J,1,1950-1959,0,60-69
TEST,20210111,J&J,1,1960-1969,0,50-59
TEST,20210111,J&J,1,1970-1979,0,40-49
TEST,20210111,J&J,1,1980-1989,0,30-39
TEST,20210111,J&J,1,1990+,0,<30
TEST,20210111,J&J,1,<1940,0,80+
TEST,20210111,J&J,1,<1960,0,60+
TEST,20210111,J&J,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210111,J&J,2,1940-1949,0,70-79
TEST,20210111,J&J,2,1950-1959,0,60-69
TEST,20210111,J&J,2,1960-1969,0,50-59
TEST,20210111,J&J,2,1970-1979,0,40-49
TEST,20210111,J&J,2,1980-1989,0,30-39
TEST,20210111,J&J,2,1990+,0,<30
TEST,20210111,J&J,2,<1940,0,80+
TEST,20210111,J&J,2,<1960,0,60+
TEST,20210111,J&J,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210111,Moderna,1,1940-1949,0,70-79
TEST,20210111,Moderna,1,1950-1959,0,60-69
TEST,20210111,Moderna,1,1960-1969,0,50-59
TEST,20210111,Moderna,1,1970-1979,0,40-49
TEST,20210111,Moderna,1,1980-1989,0,30-39
TEST,20210111,Moderna,1,1990+,0,<30
TEST,20210111,Moderna,1,<1940,0,80+
TEST,20210111,Moderna,1,<1960,0,60+
TEST,20210111,Moderna,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210111,Moderna,2,1940-1949,0,70-79
TEST,20210111,Moderna,2,1950-1959,0,60-69
TEST,20210111,Moderna,2,1960-1969,0,50-59
TEST,20210111,Moderna,2,1970-1979,0,40-49
TEST,20210111,Moderna,2,1980-1989,0,30-39
TEST,20210111,Moderna,2,1990+,0,<30
TEST,20210111,Moderna,2,<1940,0,80+
TEST,20210111,Moderna,2,<1960,0,60+
TEST,20210111,Moderna,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210111,Pfizer,1,1940-1949,1.19,70-79
TEST,20210111,Pfizer,1,1950-1959,9.804,60-69
TEST,20210111,Pfizer,1,1960-1969,8.333,50-59
TEST,20210111,Pfizer,1,1970-1979,13.333,40-49
TEST,20210111,Pfizer,1,1980-1989,35.294,30-39
TEST,20210111,Pfizer,1,1990+,12.5,<30
TEST,20210111,Pfizer,1,<1940,2.817,80+
TEST,20210111,Pfizer,1,<1960,3.61,60+
TEST,20210111,Pfizer,1,all_birth_cohorts,7.056,all_birth_cohorts
TEST,20210111,Pfizer,2,1940-1949,0,70-79
TEST,20210111,Pfizer,2,1950-1959,0,60-69
TEST,20210111,Pfizer,2,1960-1969,0,50-59
TEST,20210111,Pfizer,2,1970-1979,0,40-49
TEST,20210111,Pfizer,2,1980-1989,0,30-39
TEST,20210111,Pfizer,2,1990+,0,<30
TEST,20210111,Pfizer,2,<1940,0,80+
TEST,20210111,Pfizer,2,<1960,0,60+
TEST,20210111,Pfizer,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210111,UKN,1,1940-1949,0,70-79
TEST,20210111,UKN,1,1950-1959,0,60-69
TEST,20210111,UKN,1,1960-1969,0,50-59
TEST,20210111,UKN,1,1970-1979,0,40-49
TEST,20210111,UKN,1,1980-1989,0,30-39
TEST,20210111,UKN,1,1990+,0,<30
TEST,20210111,UKN,1,<1940,0,80+
TEST,20210111,UKN,1,<1960,0,60+
TEST,20210111,UKN,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210111,UKN,2,1940-1949,0,70-79
TEST,20210111,UKN,2,1950-1959,0,60-69
TEST,20210111,UKN,2,1960-1969,0,50-59
TEST,20210111,UKN,2,1970-1979,0,40-49
TEST,20210111,UKN,2,1980-1989,0,30-39
TEST,20210111,UKN,2,1990+,0,<30
TEST,20210111,UKN,2,<1940,0,80+
TEST,20210111,UKN,2,<1960,0,60+
TEST,20210111,UKN,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210118,AstraZeneca,1,1940-1949,0,70-79
TEST,20210118,AstraZeneca,1,1950-1959,0,60-69
TEST,20210118,AstraZeneca,1,1960-1969,0,50-59
TEST,20210118,AstraZeneca,1,1970-1979,0,40-49
TEST,20210118,AstraZeneca,1,1980-1989,0,30-39
TEST,20210118,AstraZeneca,1,1990+,0,<30
TEST,20210118,AstraZeneca,1,<1940,0,80+
TEST,20210118,AstraZeneca,1,<1960,0,60+
TEST,20210118,AstraZeneca,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210118,AstraZeneca,2,1940-1949,0,70-79
TEST,20210118,AstraZeneca,2,1950-1959,0,60-69
TEST,20210118,AstraZeneca,2,1960-1969,0,50-59
TEST,20210118,AstraZeneca,2,1970-1979,0,40-49
TEST,20210118,AstraZeneca,2,1980-1989,0,30-39
TEST,20210118,AstraZeneca,2,1990+,0,<30
TEST,20210118,AstraZeneca,2,<1940,0,80+
TEST,20210118,AstraZeneca,2,<1960,0,60+
TEST,20210118,AstraZeneca,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210118,J&J,1,1940-1949,0,70-79
TEST,20210118,J&J,1,1950-1959,0,60-69
TEST,20210118,J&J,1,1960-1969,0,50-59
TEST,20210118,J&J,1,1970-1979,0,40-49
TEST,20210118,J&J,1,1980-1989,0,30-39
TEST,20210118,J&J,1,1990+,0,<30
TEST,20210118,J&J,1,<1940,0,80+
TEST,20210118,J&J,1,<1960,0,60+
TEST,20210118,J&J,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210118,J&J,2,1940-1949,0,70-79
TEST,20210118,J&J,2,1950-1959,0,60-69
TEST,20210118,J&J,2,1960-1969,0,50-59
TEST,20210118,J&J,2,1970-1979,0,40-49
TEST,20210118,J&J,2,1980-1989,0,30-39
TEST,20210118,J&J,2,1990+,0,<30
TEST,20210118,J&J,2,<1940,0,80+
TEST,20210118,J&J,2,<1960,0,60+
TEST,20210118,J&J,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210118,Moderna,1,1940-1949,0,70-79
TEST,20210118,Moderna,1,1950-1959,2,60-69
TEST,20210118,Moderna,1,1960-1969,2.083,50-59
TEST,20210118,Moderna,1,1970-1979,0,40-49
TEST,20210118,Moderna,1,1980-1989,5.882,30-39
TEST,20210118,Moderna,1,1990+,0,<30
TEST,20210118,Moderna,1,<1940,0,80+
TEST,20210118,Moderna,1,<1960,0.362,60+
TEST,20210118,Moderna,1,all_birth_cohorts,0.733,all_birth_cohorts
TEST,20210118,Moderna,2,1940-1949,0,70-79
TEST,20210118,Moderna,2,1950-1959,0,60-69
TEST,20210118,Moderna,2,1960-1969,0,50-59
TEST,20210118,Moderna,2,1970-1979,0,40-49
TEST,20210118,Moderna,2,1980-1989,0,30-39
TEST,20210118,Moderna,2,1990+,0,<30
TEST,20210118,Moderna,2,<1940,0,80+
TEST,20210118,Moderna,2,<1960,0,60+
TEST,20210118,Moderna,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210118,Pfizer,1,1940-1949,1.19,70-79
TEST,20210118,Pfizer,1,1950-1959,16,60-69
TEST,20210118,Pfizer,1,1960-1969,12.5,50-59
TEST,20210118,Pfizer,1,1970-1979,17.778,40-49
TEST,20210118,Pfizer,1,1980-1989,35.294,30-39
TEST,20210118,Pfizer,1,1990+,13.043,<30
TEST,20210118,Pfizer,1,<1940,2.817,80+
TEST,20210118,Pfizer,1,<1960,4.71,60+
TEST,20210118,Pfizer,1,all_birth_cohorts,8.802,all_birth_cohorts
TEST,20210118,Pfizer,2,1940-1949,0,70-79
TEST,20210118,Pfizer,2,1950-1959,2,60-69
TEST,20210118,Pfizer,2,1960-1969,0,50-59
TEST,20210118,Pfizer,2,1970-1979,0,40-49
TEST,20210118,Pfizer,2,1980-1989,0,30-39
TEST,20210118,Pfizer,2,1990+,0,<30
TEST,20210118,Pfizer,2,<1940,0,80+
TEST,20210118,Pfizer,2,<1960,0.362,60+
TEST,20210118,Pfizer,2,all_birth_cohorts,0.244,all_birth_cohorts
TEST,20210118,UKN,1,1940-1949,0,70-79
TEST,20210118,UKN,1,1950-1959,0,60-69
TEST,20210118,UKN,1,1960-1969,0,50-59
TEST,20210118,UKN,1,1970-1979,0,40-49
TEST,20210118,UKN,1,1980-1989,0,30-39
TEST,20210118,UKN,1,1990+,0,<30
TEST,20210118,UKN,1,<1940,0,80+
TEST,20210118,UKN,1,<1960,0,60+
TEST,20210118,UKN,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210118,UKN,2,1940-1949,0,70-79
TEST,20210118,UKN,2,1950-1959,0,60-69
TEST,20210118,UKN,2,1960-1969,0,50-59
TEST,20210118,UKN,2,1970-1979,0,40-49
TEST,20210118,UKN,2,1980-1989,0,30-39
TEST,20210118,UKN,2,1990+,0,<30
TEST,20210118,UKN,2,<1940,0,80+
TEST,20210118,UKN,2,<1960,0,60+
TEST,20210118,UKN,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210125,AstraZeneca,1,1940-1949,0,70-79
TEST,20210125,AstraZeneca,1,1950-1959,0,60-69
TEST,20210125,AstraZeneca,1,1960-1969,0,50-59
TEST,20210125,AstraZeneca,1,1970-1979,0,40-49
TEST,20210125,AstraZeneca,1,1980-1989,0,30-39
TEST,20210125,AstraZeneca,1,1990+,0,<30
TEST,20210125,AstraZeneca,1,<1940,0,80+
TEST,20210125,AstraZeneca,1,<1960,0,60+
TEST,20210125,AstraZeneca,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210125,AstraZeneca,2,1940-1949,0,70-79
TEST,20210125,AstraZeneca,2,1950-1959,0,60-69
TEST,20210125,AstraZeneca,2,1960-1969,0,50-59
TEST,20210125,AstraZeneca,2,1970-1979,0,40-49
TEST,20210125,AstraZeneca,2,1980-1989,0,30-39
TEST,20210125,AstraZeneca,2,1990+,0,<30
TEST,20210125,AstraZeneca,2,<1940,0,80+
TEST,20210125,AstraZeneca,2,<1960,0,60+
TEST,20210125,AstraZeneca,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210125,J&J,1,1940-1949,0,70-79
TEST,20210125,J&J,1,1950-1959,0,60-69
TEST,20210125,J&J,1,1960-1969,0,50-59
TEST,20210125,J&J,1,1970-1979,0,40-49
TEST,20210125,J&J,1,1980-1989,0,30-39
TEST,20210125,J&J,1,1990+,0,<30
TEST,20210125,J&J,1,<1940,0,80+
TEST,20210125,J&J,1,<1960,0,60+
TEST,20210125,J&J,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210125,J&J,2,1940-1949,0,70-79
TEST,20210125,J&J,2,1950-1959,0,60-69
TEST,20210125,J&J,2,1960-1969,0,50-59
TEST,20210125,J&J,2,1970-1979,0,40-49
TEST,20210125,J&J,2,1980-1989,0,30-39
TEST,20210125,J&J,2,1990+,0,<30
TEST,20210125,J&J,2,<1940,0,80+
TEST,20210125,J&J,2,<1960,0,60+
TEST,20210125,J&J,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210125,Moderna,1,1940-1949,0,70-79
TEST,20210125,Moderna,1,1950-1959,2.128,60-69
TEST,20210125,Moderna,1,1960-1969,2.174,50-59
TEST,20210125,Moderna,1,1970-1979,0,40-49
TEST,20210125,Moderna,1,1980-1989,6.25,30-39
TEST,20210125,Moderna,1,1990+,0,<30
TEST,20210125,Moderna,1,<1940,0,80+
TEST,20210125,Moderna,1,<1960,0.368,60+
TEST,20210125,Moderna,1,all_birth_cohorts,0.75,all_birth_cohorts
TEST,20210125,Moderna,2,1940-1949,0,70-79
TEST,20210125,Moderna,2,1950-1959,0,60-69
TEST,20210125,Moderna,2,1960-1969,0,50-59
TEST,20210125,Moderna,2,1970-1979,0,40-49
TEST,20210125,Moderna,2,1980-1989,0,30-39
TEST,20210125,Moderna,2,1990+,0,<30
TEST,20210125,Moderna,2,<1940,0,80+
TEST,20210125,Moderna,2,<1960,0,60+
TEST,20210125,Moderna,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210125,Pfizer,1,1940-1949,1.19,70-79
TEST,20210125,Pfizer,1,1950-1959,17.021,60-69
TEST,20210125,Pfizer,1,1960-1969,13.043,50-59
TEST,20210125,Pfizer,1,1970-1979,17.778,40-49
TEST,20210125,Pfizer,1,1980-1989,-243.75,30-39
TEST,20210125,Pfizer,1,1990+,14.286,<30
TEST,20210125,Pfizer,1,<1940,-114.894,80+
TEST,20210125,Pfizer,1,<1960,-138.603,60+
TEST,20210125,Pfizer,1,all_birth_cohorts,-171,all_birth_cohorts
TEST,20210125,Pfizer,2,1940-1949,0,70-79
TEST,20210125,Pfizer,2,1950-1959,6.383,60-69
TEST,20210125,Pfizer,2,1960-1969,6.522,50-59
TEST,20210125,Pfizer,2,1970-1979,4.444,40-49
TEST,20210125,Pfizer,2,1980-1989,18.75,30-39
TEST,20210125,Pfizer,2,1990+,9.524,<30
TEST,20210125,Pfizer,2,<1940,1.418,80+
TEST,20210125,Pfizer,2,<1960,1.838,60+
TEST,20210125,Pfizer,2,all_birth_cohorts,3.75,all_birth_cohorts
TEST,20210125,UKN,1,1940-1949,0,70-79
TEST,20210125,UKN,1,1950-1959,0,60-69
TEST,20210125,UKN,1,1960-1969,0,50-59
TEST,20210125,UKN,1,1970-1979,0,40-49
TEST,20210125,UKN,1,1980-1989,0,30-39
TEST,20210125,UKN,1,1990+,0,<30
TEST,20210125,UKN,1,<1940,0,80+
TEST,20210125,UKN,1,<1960,0,60+
TEST,20210125,UKN,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210125,UKN,2,1940-1949,0,70-79
TEST,20210125,UKN,2,1950-1959,0,60-69
TEST,20210125,UKN,2,1960-1969,0,50-59
TEST,20210125,UKN,2,1970-1979,0,40-49
TEST,20210125,UKN,2,1980-1989,0,30-39
TEST,20210125,UKN,2,1990+,0,<30
TEST,20210125,UKN,2,<1940,0,80+
TEST,20210125,UKN,2,<1960,0,60+
TEST,20210125,UKN,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210201,AstraZeneca,1,1940-1949,0,70-79
TEST,20210201,AstraZeneca,1,1950-1959,0,60-69
TEST,20210201,AstraZeneca,1,1960-1969,0,50-59
TEST,20210201,AstraZeneca,1,1970-1979,0,40-49
TEST,20210201,AstraZeneca,1,1980-1989,0,30-39
TEST,20210201,AstraZeneca,1,1990+,0,<30
TEST,20210201,AstraZeneca,1,<1940,0,80+
TEST,20210201,AstraZeneca,1,<1960,0,60+
TEST,20210201,AstraZeneca,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210201,AstraZeneca,2,1940-1949,0,70-79
TEST,20210201,AstraZeneca,2,1950-1959,0,60-69
TEST,20210201,AstraZeneca,2,1960-1969,0,50-59
TEST,20210201,AstraZeneca,2,1970-1979,0,40-49
TEST,20210201,AstraZeneca,2,1980-1989,0,30-39
TEST,20210201,AstraZeneca,2,1990+,0,<30
TEST,20210201,AstraZeneca,2,<1940,0,80+
TEST,20210201,AstraZeneca,2,<1960,0,60+
TEST,20210201,AstraZeneca,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210201,J&J,1,1940-1949,0,70-79
TEST,20210201,J&J,1,1950-1959,0,60-69
TEST,20210201,J&J,1,1960-1969,0,50-59
TEST,20210201,J&J,1,1970-1979,0,40-49
TEST,20210201,J&J,1,1980-1989,0,30-39
TEST,20210201,J&J,1,1990+,0,<30
TEST,20210201,J&J,1,<1940,0,80+
TEST,20210201,J&J,1,<1960,0,60+
TEST,20210201,J&J,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210201,J&J,2,1940-1949,0,70-79
TEST,20210201,J&J,2,1950-1959,0,60-69
TEST,20210201,J&J,2,1960-1969,0,50-59
TEST,20210201,J&J,2,1970-1979,0,40-49
TEST,20210201,J&J,2,1980-1989,0,30-39
TEST,20210201,J&J,2,1990+,0,<30
TEST,20210201,J&J,2,<1940,0,80+
TEST,20210201,J&J,2,<1960,0,60+
TEST,20210201,J&J,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210201,Moderna,1,1940-1949,0,70-79
TEST,20210201,Moderna,1,1950-1959,2.222,60-69
TEST,20210201,Moderna,1,1960-1969,2.273,50-59
TEST,20210201,Moderna,1,1970-1979,0,40-49
TEST,20210201,Moderna,1,1980-1989,7.143,30-39
TEST,20210201,Moderna,1,1990+,6.667,<30
TEST,20210201,Moderna,1,<1940,0,80+
TEST,20210201,Moderna,1,<1960,0.373,60+
TEST,20210201,Moderna,1,all_birth_cohorts,1.047,all_birth_cohorts
TEST,20210201,Moderna,2,1940-1949,0,70-79
TEST,20210201,Moderna,2,1950-1959,0,60-69
TEST,20210201,Moderna,2,1960-1969,0,50-59
TEST,20210201,Moderna,2,1970-1979,0,40-49
TEST,20210201,Moderna,2,1980-1989,0,30-39
TEST,20210201,Moderna,2,1990+,0,<30
TEST,20210201,Moderna,2,<1940,0,80+
TEST,20210201,Moderna,2,<1960,0,60+
TEST,20210201,Moderna,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210201,Pfizer,1,1940-1949,1.19,70-79
TEST,20210201,Pfizer,1,1950-1959,17.778,60-69
TEST,20210201,Pfizer,1,1960-1969,15.909,50-59
TEST,20210201,Pfizer,1,1970-1979,19.512,40-49
TEST,20210201,Pfizer,1,1980-1989,42.857,30-39
TEST,20210201,Pfizer,1,1990+,20,<30
TEST,20210201,Pfizer,1,<1940,2.878,80+
TEST,20210201,Pfizer,1,<1960,4.851,60+
TEST,20210201,Pfizer,1,all_birth_cohorts,9.686,all_birth_cohorts
TEST,20210201,Pfizer,2,1940-1949,1.19,70-79
TEST,20210201,Pfizer,2,1950-1959,11.111,60-69
TEST,20210201,Pfizer,2,1960-1969,9.091,50-59
TEST,20210201,Pfizer,2,1970-1979,17.073,40-49
TEST,20210201,Pfizer,2,1980-1989,28.571,30-39
TEST,20210201,Pfizer,2,1990+,13.333,<30
TEST,20210201,Pfizer,2,<1940,1.439,80+
TEST,20210201,Pfizer,2,<1960,2.985,60+
TEST,20210201,Pfizer,2,all_birth_cohorts,6.545,all_birth_cohorts
TEST,20210201,UKN,1,1940-1949,0,70-79
TEST,20210201,UKN,1,1950-1959,0,60-69
TEST,20210201,UKN,1,1960-1969,0,50-59
TEST,20210201,UKN,1,1970-1979,0,40-49
TEST,20210201,UKN,1,1980-1989,0,30-39
TEST,20210201,UKN,1,1990+,0,<30
TEST,20210201,UKN,1,<1940,0,80+
TEST,20210201,UKN,1,<1960,0,60+
TEST,20210201,UKN,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210201,UKN,2,1940-1949,0,70-79
TEST,20210201,UKN,2,1950-1959,0,60-69
TEST,20210201,UKN,2,1960-1969,0,50-59
TEST,20210201,UKN,2,1970-1979,0,40-49
TEST,20210201,UKN,2,1980-1989,0,30-39
TEST,20210201,UKN,2,1990+,0,<30
TEST,20210201,UKN,2,<1940,0,80+
TEST,20210201,UKN,2,<1960,0,60+
TEST,20210201,UKN,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210208,AstraZeneca,1,1940-1949,0,70-79
TEST,20210208,AstraZeneca,1,1950-1959,0,60-69
TEST,20210208,AstraZeneca,1,1960-1969,7.5,50-59
TEST,20210208,AstraZeneca,1,1970-1979,0,40-49
TEST,20210208,AstraZeneca,1,1980-1989,0,30-39
TEST,20210208,AstraZeneca,1,1990+,7.143,<30
TEST,20210208,AstraZeneca,1,<1940,0,80+
TEST,20210208,AstraZeneca,1,<1960,0,60+
TEST,20210208,AstraZeneca,1,all_birth_cohorts,1.093,all_birth_cohorts
TEST,20210208,AstraZeneca,2,1940-1949,0,70-79
TEST,20210208,AstraZeneca,2,1950-1959,0,60-69
TEST,20210208,AstraZeneca,2,1960-1969,0,50-59
TEST,20210208,AstraZeneca,2,1970-1979,0,40-49
TEST,20210208,AstraZeneca,2,1980-1989,0,30-39
TEST,20210208,AstraZeneca,2,1990+,0,<30
TEST,20210208,AstraZeneca,2,<1940,0,80+
TEST,20210208,AstraZeneca,2,<1960,0,60+
TEST,20210208,AstraZeneca,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210208,J&J,1,1940-1949,0,70-79
TEST,20210208,J&J,1,1950-1959,0,60-69
TEST,20210208,J&J,1,1960-1969,0,50-59
TEST,20210208,J&J,1,1970-1979,0,40-49
TEST,20210208,J&J,1,1980-1989,0,30-39
TEST,20210208,J&J,1,1990+,0,<30
TEST,20210208,J&J,1,<1940,0,80+
TEST,20210208,J&J,1,<1960,0,60+
TEST,20210208,J&J,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210208,J&J,2,1940-1949,0,70-79
TEST,20210208,J&J,2,1950-1959,0,60-69
TEST,20210208,J&J,2,1960-1969,0,50-59
TEST,20210208,J&J,2,1970-1979,0,40-49
TEST,20210208,J&J,2,1980-1989,0,30-39
TEST,20210208,J&J,2,1990+,0,<30
TEST,20210208,J&J,2,<1940,0,80+
TEST,20210208,J&J,2,<1960,0,60+
TEST,20210208,J&J,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210208,Moderna,1,1940-1949,0,70-79
TEST,20210208,Moderna,1,1950-1959,2.326,60-69
TEST,20210208,Moderna,1,1960-1969,2.5,50-59
TEST,20210208,Moderna,1,1970-1979,0,40-49
TEST,20210208,Moderna,1,1980-1989,8.333,30-39
TEST,20210208,Moderna,1,1990+,7.143,<30
TEST,20210208,Moderna,1,<1940,0,80+
TEST,20210208,Moderna,1,<1960,0.38,60+
TEST,20210208,Moderna,1,all_birth_cohorts,1.093,all_birth_cohorts
TEST,20210208,Moderna,2,1940-1949,0,70-79
TEST,20210208,Moderna,2,1950-1959,0,60-69
TEST,20210208,Moderna,2,1960-1969,0,50-59
TEST,20210208,Moderna,2,1970-1979,0,40-49
TEST,20210208,Moderna,2,1980-1989,0,30-39
TEST,20210208,Moderna,2,1990+,0,<30
TEST,20210208,Moderna,2,<1940,0,80+
TEST,20210208,Moderna,2,<1960,0,60+
TEST,20210208,Moderna,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210208,Pfizer,1,1940-1949,1.235,70-79
TEST,20210208,Pfizer,1,1950-1959,25.581,60-69
TEST,20210208,Pfizer,1,1960-1969,22.5,50-59
TEST,20210208,Pfizer,1,1970-1979,24.324,40-49
TEST,20210208,Pfizer,1,1980-1989,58.333,30-39
TEST,20210208,Pfizer,1,1990+,21.429,<30
TEST,20210208,Pfizer,1,<1940,2.878,80+
TEST,20210208,Pfizer,1,<1960,6.084,60+
TEST,20210208,Pfizer,1,all_birth_cohorts,12.022,all_birth_cohorts
TEST,20210208,Pfizer,2,1940-1949,1.235,70-79
TEST,20210208,Pfizer,2,1950-1959,18.605,60-69
TEST,20210208,Pfizer,2,1960-1969,12.5,50-59
TEST,20210208,Pfizer,2,1970-1979,21.622,40-49
TEST,20210208,Pfizer,2,1980-1989,33.333,30-39
TEST,20210208,Pfizer,2,1990+,21.429,<30
TEST,20210208,Pfizer,2,<1940,1.439,80+
TEST,20210208,Pfizer,2,<1960,4.183,60+
TEST,20210208,Pfizer,2,all_birth_cohorts,8.47,all_birth_cohorts
TEST,20210208,UKN,1,1940-1949,0,70-79
TEST,20210208,UKN,1,1950-1959,0,60-69
TEST,20210208,UKN,1,1960-1969,0,50-59
TEST,20210208,UKN,1,1970-1979,0,40-49
TEST,20210208,UKN,1,1980-1989,0,30-39
TEST,20210208,UKN,1,1990+,0,<30
TEST,20210208,UKN,1,<1940,0,80+
TEST,20210208,UKN,1,<1960,0,60+
TEST,20210208,UKN,1,all_birth_cohorts,0,all_birth_cohorts
TEST,20210208,UKN,2,1940-1949,0,70-79
TEST,20210208,UKN,2,1950-1959,0,60-69
TEST,20210208,UKN,2,1960-1969,0,50-59
TEST,20210208,UKN,2,1970-1979,0,40-49
TEST,20210208,UKN,2,1980-1989,0,30-39
TEST,20210208,UKN,2,1990+,0,<30
TEST,20210208,UKN,2,<1940,0,80+
TEST,20210208,UKN,2,<1960,0,60+
TEST,20210208,UKN,2,all_birth_cohorts,0,all_birth_cohorts
TEST,20210215,AstraZeneca,1,1940-1949,0,70-79
TEST,20210215,AstraZeneca,1,1950-1959,0,60-69
