sex,month,year,Ageband,type_vax_1,history_covid,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible
1,June,2021,all_birth_cohorts,Pfizer,0,26841,26841,26841,26841,26841,26841,26841,26794,26841,26841,26841,0,0,0,0,0,0,0,0,0,0,0,0,5019.8,0,0,5019.8,0,0,5019.8,0,0,5019.8,0,0,5019.8,0,0,5019.8,0,0,5028.6,0,0,5019.8,0,0,5019.8,0,0,5019.8
1,June,2021,all_birth_cohorts,Moderna,0,4982,4982,4982,4982,4982,4982,4982,4958,4982,4982,4982,0,0,0,0,0,0,0,0,0,0,0,0,27044.63,0,0,27044.63,0,0,27044.63,0,0,27044.63,0,0,27044.63,0,0,27044.63,0,0,27175.54,0,0,27044.63,0,0,27044.63,0,0,27044.63
1,June,2021,all_birth_cohorts,Moderna,1,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
1,June,2021,all_birth_cohorts,Pfizer,1,636,636,636,636,636,636,636,636,636,636,636,0,0,0,0,0,0,0,0,0,0,0,0,211849.56,0,0,211849.56,0,0,211849.56,0,0,211849.56,0,0,211849.56,0,0,211849.56,0,0,211849.56,0,0,211849.56,0,0,211849.56,0,0,211849.56
0,June,2021,all_birth_cohorts,Moderna,0,4556,4556,4556,4556,4556,4556,4556,4556,4556,4556,4556,0,0,0,0,0,0,0,0,0,0,0,0,29573.38,0,0,29573.38,0,0,29573.38,0,0,29573.38,0,0,29573.38,0,0,29573.38,0,0,29573.38,0,0,29573.38,0,0,29573.38,0,0,29573.38
1,May,2021,all_birth_cohorts,Moderna,0,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,0,0,0,0,0,0,0,0,0,0,0,0,42678.59,0,0,42678.59,0,0,42678.59,0,0,42678.59,0,0,42678.59,0,0,42678.59,0,0,42678.59,0,0,42678.59,0,0,42678.59,0,0,42678.59
1,May,2021,all_birth_cohorts,J&J,0,502,502,502,502,502,502,502,502,502,502,502,0,0,0,0,0,0,0,0,0,0,0,0,268399.05,0,0,268399.05,0,0,268399.05,0,0,268399.05,0,0,268399.05,0,0,268399.05,0,0,268399.05,0,0,268399.05,0,0,268399.05,0,0,268399.05
1,June,2021,all_birth_cohorts,J&J,0,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,0,0,0,0,0,0,0,0,0,0,0,0,103246.22,0,0,103246.22,0,0,103246.22,0,0,103246.22,0,0,103246.22,0,0,103246.22,0,0,103246.22,0,0,103246.22,0,0,103246.22,0,0,103246.22
1,March,2021,all_birth_cohorts,AstraZeneca,0,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,0,0,0,0,0,0,0,0,0,0,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09
0,March,2021,all_birth_cohorts,Moderna,0,340,340,340,340,340,340,340,340,340,340,340,0,0,0,0,0,0,0,0,0,0,0,0,396283.3,0,0,396283.3,0,0,396283.3,0,0,396283.3,0,0,396283.3,0,0,396283.3,0,0,396283.3,0,0,396283.3,0,0,396283.3,0,0,396283.3
0,April,2021,all_birth_cohorts,Moderna,0,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,0,0,0,0,0,0,0,0,0,0,0,0,101458.07,0,0,101458.07,0,0,101458.07,0,0,101458.07,0,0,101458.07,0,0,101458.07,0,0,101458.07,0,0,101458.07,0,0,101458.07,0,0,101458.07
0,May,2021,all_birth_cohorts,Moderna,0,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,0,0,0,0,0,0,0,0,0,0,0,0,49883.87,0,0,49883.87,0,0,49883.87,0,0,49883.87,0,0,49883.87,0,0,49883.87,0,0,49883.87,0,0,49883.87,0,0,49883.87,0,0,49883.87
0,March,2021,all_birth_cohorts,AstraZeneca,0,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,0,0,0,0,0,0,0,0,0,0,0,0,44733.17,0,0,44733.17,0,0,44733.17,0,0,44733.17,0,0,44733.17,0,0,44733.17,0,0,44733.17,0,0,44733.17,0,0,44733.17,0,0,44733.17
1,April,2021,all_birth_cohorts,Moderna,0,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,0,0,0,0,0,0,0,0,0,0,0,0,74275.81,0,0,74275.81,0,0,74275.81,0,0,74275.81,0,0,74275.81,0,0,74275.81,0,0,74275.81,0,0,74275.81,0,0,74275.81,0,0,74275.81
0,February,2021,all_birth_cohorts,AstraZeneca,0,470,470,470,470,470,470,470,470,470,470,470,0,0,0,0,0,0,0,0,0,0,0,0,286673.03,0,0,286673.03,0,0,286673.03,0,0,286673.03,0,0,286673.03,0,0,286673.03,0,0,286673.03,0,0,286673.03,0,0,286673.03,0,0,286673.03
1,March,2021,all_birth_cohorts,Moderna,0,585,585,585,585,585,585,585,585,585,585,585,0,0,0,0,0,0,0,0,0,0,0,0,230318.5,0,0,230318.5,0,0,230318.5,0,0,230318.5,0,0,230318.5,0,0,230318.5,0,0,230318.5,0,0,230318.5,0,0,230318.5,0,0,230318.5
0,May,2021,all_birth_cohorts,Pfizer,1,770,770,770,770,770,770,770,770,770,770,770,0,0,0,0,0,0,0,0,0,0,0,0,174982.24,0,0,174982.24,0,0,174982.24,0,0,174982.24,0,0,174982.24,0,0,174982.24,0,0,174982.24,0,0,174982.24,0,0,174982.24,0,0,174982.24
0,May,2021,all_birth_cohorts,J&J,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
0,June,2021,all_birth_cohorts,J&J,1,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43
0,April,2021,all_birth_cohorts,AstraZeneca,1,107,107,107,107,107,107,107,107,107,107,107,0,0,0,0,0,0,0,0,0,0,0,0,1259217.96,0,0,1259217.96,0,0,1259217.96,0,0,1259217.96,0,0,1259217.96,0,0,1259217.96,0,0,1259217.96,0,0,1259217.96,0,0,1259217.96,0,0,1259217.96
0,May,2021,all_birth_cohorts,AstraZeneca,1,184,184,184,184,184,184,184,184,184,184,184,0,0,0,0,0,0,0,0,0,0,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62
0,June,2021,all_birth_cohorts,AstraZeneca,1,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,641601.53,0,0,641601.53,0,0,641601.53,0,0,641601.53,0,0,641601.53,0,0,641601.53,0,0,641601.53,0,0,641601.53,0,0,641601.53,0,0,641601.53
0,June,2021,all_birth_cohorts,J&J,0,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,0,0,0,0,0,0,0,0,0,0,0,0,103009.42,0,0,103009.42,0,0,103009.42,0,0,103009.42,0,0,103009.42,0,0,103009.42,0,0,103009.42,0,0,103009.42,0,0,103009.42,0,0,103009.42
0,May,2021,all_birth_cohorts,J&J,0,389,389,389,389,389,389,389,389,389,389,389,0,0,0,0,0,0,0,0,0,0,0,0,346365.87,0,0,346365.87,0,0,346365.87,0,0,346365.87,0,0,346365.87,0,0,346365.87,0,0,346365.87,0,0,346365.87,0,0,346365.87,0,0,346365.87
0,May,2021,all_birth_cohorts,Moderna,1,92,92,92,92,92,92,92,92,92,92,92,0,0,0,0,0,0,0,0,0,0,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24
0,June,2021,all_birth_cohorts,Moderna,1,120,120,120,120,120,120,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68,0,0,1122802.68
1,February,2021,all_birth_cohorts,AstraZeneca,0,191,191,191,191,191,191,191,191,191,191,191,0,0,0,0,0,0,0,0,0,0,0,0,705425.77,0,0,705425.77,0,0,705425.77,0,0,705425.77,0,0,705425.77,0,0,705425.77,0,0,705425.77,0,0,705425.77,0,0,705425.77,0,0,705425.77
1,April,2021,all_birth_cohorts,J&J,0,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42
0,March,2021,all_birth_cohorts,Moderna,1,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55
0,April,2021,all_birth_cohorts,Moderna,1,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61
1,January,2021,all_birth_cohorts,Pfizer,1,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42
1,February,2021,all_birth_cohorts,Pfizer,1,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,March,2021,all_birth_cohorts,Pfizer,1,57,57,57,57,57,57,57,57,57,57,57,0,0,0,0,0,0,0,0,0,0,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12,0,0,2363795.12
1,April,2021,all_birth_cohorts,Pfizer,1,149,149,149,149,149,149,149,149,149,149,149,0,0,0,0,0,0,0,0,0,0,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62,0,0,904270.62
1,May,2021,all_birth_cohorts,Pfizer,1,389,389,389,389,389,389,389,389,389,389,389,0,0,0,0,0,0,0,0,0,0,0,0,346365.87,0,0,346365.87,0,0,346365.87,0,0,346365.87,0,0,346365.87,0,0,346365.87,0,0,346365.87,0,0,346365.87,0,0,346365.87,0,0,346365.87
0,April,2021,all_birth_cohorts,Pfizer,1,399,399,399,399,399,399,399,399,399,399,399,0,0,0,0,0,0,0,0,0,0,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02,0,0,337685.02
0,April,2021,all_birth_cohorts,J&J,0,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15
0,February,2021,all_birth_cohorts,Pfizer,1,67,67,67,67,67,67,67,67,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88
0,March,2021,all_birth_cohorts,Pfizer,1,173,173,173,173,173,173,173,173,173,173,173,0,0,0,0,0,0,0,0,0,0,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67
1,January,2021,all_birth_cohorts,Moderna,0,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,4210510.06,0,0,4210510.06,0,0,4210510.06,0,0,4210510.06,0,0,4210510.06,0,0,4210510.06,0,0,4210510.06,0,0,4210510.06,0,0,4210510.06,0,0,4210510.06
1,February,2021,all_birth_cohorts,Moderna,0,182,182,182,182,182,182,182,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46
0,February,2021,all_birth_cohorts,AstraZeneca,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41
0,March,2021,all_birth_cohorts,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
1,April,2021,all_birth_cohorts,AstraZeneca,1,55,55,55,55,55,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31
1,May,2021,all_birth_cohorts,AstraZeneca,1,77,77,77,77,77,77,77,77,77,77,77,0,0,0,0,0,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
1,June,2021,all_birth_cohorts,AstraZeneca,1,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25
0,February,2021,all_birth_cohorts,Moderna,0,85,85,85,85,85,85,85,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0,0,1585133.2,0,0,1585133.2,0,0,1585133.2,0,0,1585133.2,0,0,1585133.2,0,0,1585133.2,0,0,1585133.2,0,0,1585133.2,0,0,1585133.2,0,0,1585133.2
0,January,2021,all_birth_cohorts,Moderna,0,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
1,March,2021,all_birth_cohorts,Moderna,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06
1,April,2021,all_birth_cohorts,Moderna,1,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
1,May,2021,all_birth_cohorts,Moderna,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
0,January,2021,all_birth_cohorts,Pfizer,1,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49
1,March,2021,all_birth_cohorts,AstraZeneca,1,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1
both_sexes,June,2021,all_birth_cohorts,Pfizer,1,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,0,0,0,0,0,0,0,0,0,0,0,0,73345.85,0,0,73345.85,0,0,73345.85,0,0,73345.85,0,0,73345.85,0,0,73345.85,0,0,73345.85,0,0,73345.85,0,0,73345.85,0,0,73345.85
both_sexes,May,2021,all_birth_cohorts,AstraZeneca,0,17138,17138,17138,17138,17138,17138,17138,17138,17138,17138,17138,0,0,0,0,0,0,0,0,0,0,0,0,7861.85,0,0,7861.85,0,0,7861.85,0,0,7861.85,0,0,7861.85,0,0,7861.85,0,0,7861.85,0,0,7861.85,0,0,7861.85,0,0,7861.85
both_sexes,June,2021,all_birth_cohorts,AstraZeneca,0,19148,19148,19148,19148,19148,19148,19148,19148,19148,19148,19148,0,0,0,0,0,0,0,0,0,0,0,0,7036.57,0,0,7036.57,0,0,7036.57,0,0,7036.57,0,0,7036.57,0,0,7036.57,0,0,7036.57,0,0,7036.57,0,0,7036.57,0,0,7036.57
both_sexes,May,2021,all_birth_cohorts,Pfizer,0,35983,35983,35983,35983,35983,35983,35983,35975,35983,35983,35983,0,0,0,0,0,0,0,0,0,0,0,0,3744.44,0,0,3744.44,0,0,3744.44,0,0,3744.44,0,0,3744.44,0,0,3744.44,0,0,3745.28,0,0,3744.44,0,0,3744.44,0,0,3744.44
both_sexes,June,2021,all_birth_cohorts,Pfizer,0,59592,59592,59592,59592,59592,59592,59592,59545,59592,59592,59592,0,0,0,0,0,0,0,0,0,0,0,0,2260.98,0,0,2260.98,0,0,2260.98,0,0,2260.98,0,0,2260.98,0,0,2260.98,0,0,2262.76,0,0,2260.98,0,0,2260.98,0,0,2260.98
both_sexes,April,2021,all_birth_cohorts,Pfizer,0,20932,20932,20932,20932,20927,20932,20927,20932,20932,20932,20932,0,0,0,0,0,0,0,0,0,0,0,0,6436.86,0,0,6436.86,0,0,6436.86,0,0,6438.4,0,0,6436.86,0,0,6438.4,0,0,6436.86,0,0,6436.86,0,0,6436.86,0,0,6436.86
both_sexes,April,2021,all_birth_cohorts,AstraZeneca,0,11662,11662,11662,11662,11662,11662,11662,11662,11662,11662,11662,0,0,0,0,0,0,0,0,0,0,0,0,11553.45,0,0,11553.45,0,0,11553.45,0,0,11553.45,0,0,11553.45,0,0,11553.45,0,0,11553.45,0,0,11553.45,0,0,11553.45,0,0,11553.45
both_sexes,January,2021,all_birth_cohorts,Pfizer,0,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,2178,0,0,0,0,0,0,0,0,0,0,0,0,61862.41,0,0,61862.41,0,0,61862.41,0,0,61862.41,0,0,61862.41,0,0,61862.41,0,0,61862.41,0,0,61862.41,0,0,61862.41,0,0,61862.41
both_sexes,February,2021,all_birth_cohorts,Pfizer,0,4205,4205,4205,4205,4205,4205,4205,4205,4205,4205,4205,0,0,0,0,0,0,0,0,0,0,0,0,32041.93,0,0,32041.93,0,0,32041.93,0,0,32041.93,0,0,32041.93,0,0,32041.93,0,0,32041.93,0,0,32041.93,0,0,32041.93,0,0,32041.93
both_sexes,March,2021,all_birth_cohorts,Pfizer,0,10334,10334,10334,10334,10325,10334,10325,10334,10334,10334,10334,0,0,0,1,0,1,0,0,0,0,0,0,13038.16,0,0,13038.16,0,0,13038.16,3537.53,89.56,19709.86,0,0,13038.16,3537.53,89.56,19709.86,0,0,13038.16,0,0,13038.16,0,0,13038.16,0,0,13038.16
both_sexes,June,2021,all_birth_cohorts,Moderna,0,9538,9538,9538,9538,9538,9538,9538,9514,9538,9538,9538,0,0,0,0,0,0,0,0,0,0,0,0,14126.27,0,0,14126.27,0,0,14126.27,0,0,14126.27,0,0,14126.27,0,0,14126.27,0,0,14161.9,0,0,14126.27,0,0,14126.27,0,0,14126.27
both_sexes,June,2021,all_birth_cohorts,Moderna,1,162,162,162,162,162,162,162,162,162,162,162,0,0,0,0,0,0,0,0,0,0,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69
both_sexes,May,2021,all_birth_cohorts,Moderna,0,5858,5858,5858,5858,5858,5858,5858,5858,5858,5858,5858,0,0,0,0,0,0,0,0,0,0,0,0,23000.4,0,0,23000.4,0,0,23000.4,0,0,23000.4,0,0,23000.4,0,0,23000.4,0,0,23000.4,0,0,23000.4,0,0,23000.4,0,0,23000.4
both_sexes,May,2021,all_birth_cohorts,J&J,0,891,891,891,891,891,891,891,891,891,891,891,0,0,0,0,0,0,0,0,0,0,0,0,151219.22,0,0,151219.22,0,0,151219.22,0,0,151219.22,0,0,151219.22,0,0,151219.22,0,0,151219.22,0,0,151219.22,0,0,151219.22,0,0,151219.22
both_sexes,June,2021,all_birth_cohorts,J&J,0,2613,2613,2613,2613,2613,2613,2613,2613,2613,2613,2613,0,0,0,0,0,0,0,0,0,0,0,0,51563.84,0,0,51563.84,0,0,51563.84,0,0,51563.84,0,0,51563.84,0,0,51563.84,0,0,51563.84,0,0,51563.84,0,0,51563.84,0,0,51563.84
both_sexes,March,2021,all_birth_cohorts,AstraZeneca,0,4748,4748,4748,4748,4748,4748,4748,4748,4748,4748,4748,0,0,0,0,0,0,0,0,0,0,0,0,28377.49,0,0,28377.49,0,0,28377.49,0,0,28377.49,0,0,28377.49,0,0,28377.49,0,0,28377.49,0,0,28377.49,0,0,28377.49,0,0,28377.49
both_sexes,March,2021,all_birth_cohorts,Moderna,0,925,925,925,925,925,925,925,925,925,925,925,0,0,0,0,0,0,0,0,0,0,0,0,145660.89,0,0,145660.89,0,0,145660.89,0,0,145660.89,0,0,145660.89,0,0,145660.89,0,0,145660.89,0,0,145660.89,0,0,145660.89,0,0,145660.89
both_sexes,April,2021,all_birth_cohorts,Moderna,0,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,0,0,0,0,0,0,0,0,0,0,0,0,42882.34,0,0,42882.34,0,0,42882.34,0,0,42882.34,0,0,42882.34,0,0,42882.34,0,0,42882.34,0,0,42882.34,0,0,42882.34,0,0,42882.34
both_sexes,February,2021,all_birth_cohorts,AstraZeneca,0,661,661,661,661,661,661,661,661,661,661,661,0,0,0,0,0,0,0,0,0,0,0,0,203837.1,0,0,203837.1,0,0,203837.1,0,0,203837.1,0,0,203837.1,0,0,203837.1,0,0,203837.1,0,0,203837.1,0,0,203837.1,0,0,203837.1
both_sexes,May,2021,all_birth_cohorts,Pfizer,1,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,0,0,0,0,0,0,0,0,0,0,0,0,116252.22,0,0,116252.22,0,0,116252.22,0,0,116252.22,0,0,116252.22,0,0,116252.22,0,0,116252.22,0,0,116252.22,0,0,116252.22,0,0,116252.22
both_sexes,May,2021,all_birth_cohorts,J&J,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
both_sexes,June,2021,all_birth_cohorts,J&J,1,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43
both_sexes,April,2021,all_birth_cohorts,AstraZeneca,1,162,162,162,162,162,162,162,162,162,162,162,0,0,0,0,0,0,0,0,0,0,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69,0,0,831705.69
both_sexes,May,2021,all_birth_cohorts,AstraZeneca,1,261,261,261,261,261,261,261,261,261,261,261,0,0,0,0,0,0,0,0,0,0,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12
both_sexes,June,2021,all_birth_cohorts,AstraZeneca,1,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,449121.07,0,0,449121.07,0,0,449121.07,0,0,449121.07,0,0,449121.07,0,0,449121.07,0,0,449121.07,0,0,449121.07,0,0,449121.07,0,0,449121.07
both_sexes,May,2021,all_birth_cohorts,Moderna,1,123,123,123,123,123,123,123,123,123,123,123,0,0,0,0,0,0,0,0,0,0,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25
both_sexes,April,2021,all_birth_cohorts,J&J,0,51,51,51,51,51,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67
