sex,month,year,Ageband,type_vax_1,history_covid,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MISCC_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MISCC_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MISCC_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MISCC_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b
0,April,all_years,50-59,Pfizer,1,-197,-197,-197,-197,-197,-197,-197,-197,-197,-197,-197,-197,-197,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,50-59,Pfizer,1,-197,-197,-197,-197,-197,-197,-197,-197,-197,-197,-197,-197,-197,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,50-59,Pfizer,1,-126,-126,-126,-126,-126,-126,-126,-126,-126,-126,-126,-126,-126,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,50-59,Pfizer,0,-2668,-2668,-2668,-2668,-2668,-2668,-2668,-2668,-2668,-2668,-2668,-2668,-2668,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,70-79,Pfizer,0,-987,-987,-987,-987,-987,-987,-987,-987,-987,-987,-987,-987,-987,0,0,0,0,0,0,0,0,0,0,0,0
0,January,all_years,50-59,Pfizer,0,147,147,147,147,147,147,147,147,147,147,147,147,147,0,0,0,0,0,0,0,0,0,0,0,0
0,February,all_years,50-59,Pfizer,0,317,317,317,317,317,317,317,317,317,317,317,317,317,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,50-59,Pfizer,0,414,414,414,414,414,414,414,414,414,414,414,414,414,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,40-49,Pfizer,0,-1348,-1348,-1348,-1348,-1348,-1348,-1348,-1348,-1348,-1348,-1348,-1348,-1348,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,40-49,Pfizer,0,-1447,-1447,-1447,-1447,-1447,-1447,-1447,-1447,-1447,-1447,-1447,-1447,-1447,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,40-49,Pfizer,0,-1241,-1241,-1241,-1241,-1241,-1241,-1241,-1241,-1241,-1241,-1241,-1241,-1241,0,0,0,0,0,0,0,0,0,0,0,0
1,March,all_years,70-79,AstraZeneca,0,65,65,65,65,65,65,65,65,65,65,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,70-79,AstraZeneca,0,102,102,102,102,102,102,102,102,102,102,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,60-69,Moderna,0,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,60-69,Moderna,0,-101,-101,-101,-101,-101,-101,-101,-101,-101,-101,-101,-101,-101,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,40-49,Pfizer,0,-1880,-1880,-1880,-1880,-1880,-1880,-1880,-1880,-1880,-1775,-1880,-1880,-1880,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,40-49,Pfizer,0,-1891,-1891,-1891,-1891,-1891,-1891,-1891,-1891,-1891,-1786,-1891,-1891,-1891,0,0,0,0,0,0,0,0,0,0,0,0
1,June,all_years,40-49,Pfizer,0,-1614,-1614,-1614,-1614,-1614,-1614,-1614,-1614,-1614,-1551,-1614,-1614,-1614,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,80+,Pfizer,0,-191,-191,-191,-191,-191,-191,-191,-191,-191,-191,-191,-191,-191,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,60-69,Pfizer,0,-2269,-2269,-2269,-2269,-2269,-2269,-2269,-2269,-2269,-2269,-2269,-2269,-2269,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,60-69,Pfizer,0,-2335,-2335,-2335,-2335,-2335,-2335,-2335,-2335,-2335,-2335,-2335,-2335,-2335,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,20-29,Moderna,0,-256,-256,-256,-256,-256,-256,-256,-256,-256,-256,-256,-256,-256,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,20-29,Moderna,0,-256,-256,-256,-256,-256,-256,-256,-256,-256,-256,-256,-256,-256,0,0,0,0,0,0,0,0,0,0,0,0
1,June,all_years,20-29,Moderna,0,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,-201,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,50-59,Pfizer,0,-4015,-4015,-4015,-4015,-4015,-4015,-4015,-4015,-4015,-4015,-4015,-4015,-4015,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,50-59,Pfizer,0,-4039,-4039,-4039,-4039,-4039,-4039,-4039,-4039,-4039,-4039,-4039,-4039,-4039,0,0,0,0,0,0,0,0,0,0,0,0
1,June,all_years,50-59,Pfizer,0,-3446,-3446,-3446,-3446,-3446,-3446,-3446,-3446,-3446,-3446,-3446,-3446,-3446,0,0,0,0,0,0,0,0,0,0,0,0
1,March,all_years,80+,Pfizer,0,555,555,555,555,555,555,555,555,555,555,555,555,555,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,80+,Pfizer,0,265,265,265,265,265,265,265,265,265,265,265,265,265,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,70-79,Pfizer,0,-1415,-1415,-1415,-1415,-1415,-1415,-1415,-1415,-1415,-1415,-1415,-1415,-1415,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,70-79,Pfizer,0,-1258,-1258,-1258,-1258,-1258,-1258,-1258,-1258,-1258,-1258,-1258,-1258,-1258,0,0,0,0,0,0,0,0,0,0,0,0
1,March,all_years,50-59,AstraZeneca,0,223,223,223,223,223,223,223,223,223,223,223,223,223,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,50-59,AstraZeneca,0,-122,-122,-122,-122,-122,-122,-122,-122,-122,-122,-122,-122,-122,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,20-29,Pfizer,0,-539,-539,-539,-539,-539,-539,-539,-539,-539,-539,-539,-539,-539,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,20-29,Pfizer,0,-583,-583,-583,-583,-583,-583,-583,-583,-583,-583,-583,-583,-583,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,20-29,Pfizer,0,-462,-462,-462,-462,-462,-462,-462,-462,-462,-462,-462,-462,-462,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,70-79,AstraZeneca,0,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,70-79,AstraZeneca,0,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,60-69,Pfizer,0,-2432,-2432,-2432,-2432,-2432,-2432,-2432,-2432,-2432,-2432,-2432,-2432,-2432,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,60-69,Pfizer,0,-2430,-2430,-2430,-2430,-2430,-2430,-2430,-2430,-2430,-2430,-2430,-2430,-2430,0,0,0,0,0,0,0,0,0,0,0,0
1,March,all_years,60-69,Moderna,0,55,55,55,55,55,55,55,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,60-69,Moderna,0,-170,-170,-170,-170,-170,-170,-170,-170,-170,-170,-170,-170,-170,0,0,0,0,0,0,0,0,0,0,0,0
0,February,all_years,80+,Pfizer,0,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,60-69,AstraZeneca,0,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,-589,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,60-69,AstraZeneca,0,-607,-607,-607,-607,-607,-607,-607,-607,-607,-607,-607,-607,-607,0,0,0,0,0,0,0,0,0,0,0,0
0,February,all_years,20-29,Pfizer,0,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,20-29,Pfizer,0,154,154,154,154,154,154,154,154,154,154,154,154,154,0,0,0,0,0,0,0,0,0,0,0,0
1,June,all_years,60-69,Pfizer,0,-879,-879,-879,-879,-879,-879,-879,-879,-879,-879,-879,-879,-879,0,0,0,0,0,0,0,0,0,0,0,0
0,January,all_years,60-69,Pfizer,0,93,93,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0
0,February,all_years,60-69,Pfizer,0,187,187,187,187,187,187,187,187,187,187,187,187,187,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,60-69,Pfizer,0,271,271,271,271,271,271,271,271,271,271,271,271,271,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,30-39,Pfizer,0,-1066,-1066,-1066,-1066,-1066,-1066,-1066,-1066,-1066,-1066,-1066,-1066,-1066,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,30-39,Pfizer,0,-1107,-1107,-1107,-1107,-1107,-1107,-1107,-1107,-1107,-1107,-1107,-1107,-1107,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,30-39,Pfizer,0,-991,-991,-991,-991,-991,-991,-991,-991,-991,-991,-991,-991,-991,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,60-69,Pfizer,0,-1243,-1243,-1243,-1243,-1243,-1243,-1243,-1243,-1243,-1243,-1243,-1243,-1243,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,60-69,UKN,0,-477,-477,-477,-477,-477,-477,-477,-477,-477,-477,-477,-477,-477,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,60-69,UKN,0,-477,-477,-477,-477,-477,-477,-477,-477,-477,-477,-477,-477,-477,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,60-69,UKN,0,-349,-349,-349,-349,-349,-349,-349,-349,-349,-349,-349,-349,-349,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,20-29,Pfizer,0,-783,-783,-783,-783,-783,-783,-783,-783,-783,-783,-783,-783,-783,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,20-29,Pfizer,0,-794,-794,-794,-794,-794,-794,-794,-794,-794,-794,-794,-794,-794,0,0,0,0,0,0,0,0,0,0,0,0
1,June,all_years,20-29,Pfizer,0,-659,-659,-659,-659,-659,-659,-659,-659,-659,-659,-659,-659,-659,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,60-69,UKN,0,-218,-218,-218,-218,-218,-218,-218,-218,-218,-218,-218,-218,-218,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,60-69,UKN,0,-218,-218,-218,-218,-218,-218,-218,-218,-218,-218,-218,-218,-218,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,30-39,Moderna,0,-748,-748,-748,-748,-748,-748,-748,-748,-748,-748,-748,-748,-748,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,30-39,Moderna,0,-759,-759,-759,-759,-759,-759,-759,-759,-759,-759,-759,-759,-759,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,30-39,Moderna,0,-740,-740,-740,-740,-740,-740,-740,-740,-740,-740,-740,-740,-740,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,60-69,AstraZeneca,0,-748,-748,-748,-748,-748,-748,-748,-748,-748,-748,-748,-748,-748,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,60-69,AstraZeneca,0,-754,-754,-754,-754,-754,-754,-754,-754,-754,-754,-754,-754,-754,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,70-79,Pfizer,0,-399,-399,-399,-399,-399,-399,-399,-399,-399,-399,-399,-399,-399,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,30-39,Moderna,0,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,50-59,Moderna,0,-662,-662,-662,-662,-662,-662,-662,-662,-662,-662,-662,-662,-662,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,50-59,Moderna,0,-665,-665,-665,-665,-665,-665,-665,-665,-665,-665,-665,-665,-665,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,50-59,Moderna,0,-216,-216,-216,-216,-216,-216,-216,-216,-216,-216,-216,-216,-216,0,0,0,0,0,0,0,0,0,0,0,0
0,February,all_years,40-49,AstraZeneca,0,38,38,38,38,38,38,38,38,38,38,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,40-49,AstraZeneca,0,172,172,172,172,172,172,172,172,172,172,172,172,172,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,40-49,AstraZeneca,0,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,18-19,Pfizer,0,-305,-305,-305,-305,-305,-305,-305,-305,-305,-305,-305,-305,-305,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,18-19,Pfizer,0,-305,-305,-305,-305,-305,-305,-305,-305,-305,-305,-305,-305,-305,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,18-19,Pfizer,0,-305,-305,-305,-305,-305,-305,-305,-305,-305,-305,-305,-305,-305,0,0,0,0,0,0,0,0,0,0,0,0
0,January,all_years,40-49,Pfizer,0,83,83,83,83,83,83,83,83,83,83,83,83,83,0,0,0,0,0,0,0,0,0,0,0,0
0,February,all_years,40-49,Pfizer,0,168,168,168,168,168,168,168,168,168,168,168,168,168,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,40-49,Pfizer,0,260,260,260,260,260,260,260,260,260,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0
1,March,all_years,70-79,Moderna,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,70-79,Moderna,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,50-59,AstraZeneca,0,-215,-215,-215,-215,-215,-215,-215,-215,-215,-215,-215,-215,-215,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,70-79,AstraZeneca,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0
0,February,all_years,50-59,AstraZeneca,0,43,43,43,43,43,43,43,43,43,43,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,50-59,AstraZeneca,0,223,223,223,223,223,223,223,223,223,223,223,223,223,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,50-59,AstraZeneca,0,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,18-19,Moderna,0,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,18-19,Moderna,0,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,18-19,Moderna,0,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,12-17,Pfizer,0,-286,-286,-286,-286,-286,-286,-286,-286,-286,-286,-286,-286,-286,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,12-17,Pfizer,0,-286,-286,-286,-286,-286,-286,-286,-286,-286,-286,-286,-286,-286,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,12-17,Pfizer,0,-286,-286,-286,-286,-286,-286,-286,-286,-286,-286,-286,-286,-286,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,60-69,Moderna,0,-151,-151,-151,-151,-151,-151,-151,-151,-151,-151,-151,-151,-151,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,12-17,Pfizer,0,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,12-17,Pfizer,0,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,0,0,0,0,0,0,0,0,0,0,0,0
1,June,all_years,12-17,Pfizer,0,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,-344,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,40-49,Moderna,1,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,40-49,Moderna,1,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,70-79,AstraZeneca,0,-151,-151,-151,-151,-151,-151,-151,-151,-151,-151,-151,-151,-151,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,30-39,Pfizer,1,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,30-39,Pfizer,1,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,30-39,Pfizer,1,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,0,0,0,0,0,0,0,0,0,0,0,0
1,June,all_years,70-79,Pfizer,0,-463,-463,-463,-463,-463,-463,-463,-463,-463,-463,-463,-463,-463,0,0,0,0,0,0,0,0,0,0,0,0
1,January,all_years,30-39,Pfizer,1,24,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0
1,February,all_years,30-39,Pfizer,1,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
1,March,all_years,30-39,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,30-39,Pfizer,1,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
1,February,all_years,40-49,AstraZeneca,0,26,26,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0
1,March,all_years,40-49,AstraZeneca,0,157,157,157,157,157,157,157,157,157,157,157,157,157,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,40-49,AstraZeneca,0,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,0,0,0,0,0,0,0,0,0,0,0,0
1,January,all_years,80+,Pfizer,0,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,50-59,UKN,0,-145,-145,-145,-145,-145,-145,-145,-145,-145,-145,-145,-145,-145,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,50-59,UKN,0,-145,-145,-145,-145,-145,-145,-145,-145,-145,-145,-145,-145,-145,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,50-59,AstraZeneca,0,-138,-138,-138,-138,-138,-138,-138,-138,-138,-138,-138,-138,-138,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,50-59,AstraZeneca,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,70-79,UKN,0,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,0,0,0,0,0,0,0,0,0,0,0,0
1,February,all_years,50-59,Pfizer,0,36,36,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0
1,March,all_years,50-59,Pfizer,0,76,76,76,76,76,76,76,76,76,76,76,76,76,0,0,0,0,0,0,0,0,0,0,0,0
1,January,all_years,60-69,Pfizer,0,73,73,73,73,73,73,73,73,73,73,73,73,73,0,0,0,0,0,0,0,0,0,0,0,0
1,February,all_years,60-69,Pfizer,0,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0
1,March,all_years,60-69,Pfizer,0,155,155,155,155,155,155,155,155,155,155,155,155,155,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,70-79,Pfizer,1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,70-79,UKN,0,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,0,0,0,0,0,0,0,0,0,0,0,0
1,June,all_years,60-69,UKN,0,-121,-121,-121,-121,-121,-121,-121,-121,-121,-121,-121,-121,-121,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,50-59,Moderna,0,-428,-428,-428,-428,-428,-428,-428,-428,-428,-372,-428,-428,-428,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,50-59,Moderna,0,-466,-466,-466,-466,-466,-466,-466,-466,-466,-410,-466,-466,-466,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,80+,Pfizer,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,80+,Moderna,0,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,80+,Moderna,0,33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,40-49,Pfizer,1,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,40-49,Pfizer,1,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,0,0,0,0,0,0,0,0,0,0,0,0
1,June,all_years,40-49,Pfizer,1,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,30-39,Pfizer,0,-673,-673,-673,-673,-673,-673,-673,-673,-673,-673,-673,-673,-673,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,30-39,Pfizer,0,-682,-682,-682,-682,-682,-682,-682,-682,-682,-682,-682,-682,-682,0,0,0,0,0,0,0,0,0,0,0,0
1,June,all_years,30-39,Pfizer,0,-626,-626,-626,-626,-626,-626,-626,-626,-626,-626,-626,-626,-626,0,0,0,0,0,0,0,0,0,0,0,0
0,January,all_years,20-29,Pfizer,0,38,38,38,38,38,38,38,38,38,38,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,40-49,AstraZeneca,0,-135,-135,-135,-135,-135,-135,-135,-135,-135,-135,-135,-135,-135,0,0,0,0,0,0,0,0,0,0,0,0
1,June,all_years,50-59,Moderna,0,-159,-159,-159,-159,-159,-159,-159,-159,-159,-103,-159,-159,-159,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,70-79,Moderna,0,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,60-69,AstraZeneca,0,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,0,0,0,0,0,0,0,0,0,0,0,0
1,January,all_years,30-39,Moderna,0,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
1,February,all_years,30-39,Moderna,0,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
1,March,all_years,30-39,Moderna,0,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,70-79,Moderna,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,February,all_years,30-39,Pfizer,0,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,30-39,Pfizer,0,116,116,116,116,116,116,116,116,116,116,116,116,116,0,0,0,0,0,0,0,0,0,0,0,0
1,January,all_years,30-39,Pfizer,0,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0
1,February,all_years,30-39,Pfizer,0,75,75,75,75,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0
1,March,all_years,30-39,Pfizer,0,93,93,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0
0,February,all_years,20-29,AstraZeneca,0,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,20-29,AstraZeneca,0,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,20-29,AstraZeneca,0,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,40-49,Moderna,0,-198,-198,-198,-198,-198,-198,-198,-198,-198,-198,-198,-198,-198,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,40-49,Moderna,0,-220,-220,-220,-220,-220,-220,-220,-220,-220,-220,-220,-220,-220,0,0,0,0,0,0,0,0,0,0,0,0
1,May,all_years,60-69,Moderna,0,-187,-187,-187,-187,-187,-187,-187,-187,-187,-187,-187,-187,-187,0,0,0,0,0,0,0,0,0,0,0,0
0,February,all_years,40-49,AstraZeneca,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,40-49,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,40-49,AstraZeneca,1,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
1,June,all_years,60-69,AstraZeneca,0,-101,-101,-101,-101,-101,-101,-101,-101,-101,-101,-101,-101,-101,0,0,0,0,0,0,0,0,0,0,0,0
1,February,all_years,30-39,AstraZeneca,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1,March,all_years,30-39,AstraZeneca,0,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
1,April,all_years,30-39,AstraZeneca,0,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,0,0,0,0,0,0,0,0,0,0,0,0
1,June,all_years,40-49,Moderna,0,-170,-170,-170,-170,-170,-170,-170,-170,-170,-170,-170,-170,-170,0,0,0,0,0,0,0,0,0,0,0,0
0,March,all_years,30-39,AstraZeneca,0,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,30-39,AstraZeneca,0,33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0
0,April,all_years,20-29,Moderna,0,-109,-109,-109,-109,-109,-109,-109,-109,-109,-109,-109,-109,-109,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,20-29,Moderna,0,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,20-29,Moderna,0,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,0,0,0,0,0,0,0,0,0,0,0,0
